,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,pais,latitud,longitud
0,3,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 7}]","[{'layer': '950mb', 'direction': 80, 'speed': 4}, {'layer': '900mb', 'direction': 70, 'speed': 3}, {'layer': '850mb', 'direction': 60, 'speed': 3}, {'layer': '800mb', 'direction': 65, 'speed': 3}, {'layer': '750mb', 'direction': 80, 'speed': 4}, {'layer': '700mb', 'direction': 75, 'speed': 4}, {'layer': '650mb', 'direction': 85, 'speed': 3}, {'layer': '600mb', 'direction': 90, 'speed': 3}, {'layer': '550mb', 'direction': 95, 'speed': 3}, {'layer': '500mb', 'direction': 85, 'speed': 3}, {'layer': '450mb', 'direction': 90, 'speed': 3}, {'layer': '400mb', 'direction': 120, 'speed': 2}, {'layer': '350mb', 'direction': 355, 'speed': 2}, {'layer': '300mb', 'direction': 305, 'speed': 3}, {'layer': '250mb', 'direction': 170, 'speed': 3}, {'layer': '200mb', 'direction': 170, 'speed': 5}]",25,2,11,1023,none,1,0,80,4,Australia,-24.7761086,134.755
1,6,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 3}, {'layer': '200mb', 'rh': 5}]","[{'layer': '950mb', 'direction': 75, 'speed': 4}, {'layer': '900mb', 'direction': 70, 'speed': 4}, {'layer': '850mb', 'direction': 65, 'speed': 3}, {'layer': '800mb', 'direction': 65, 'speed': 3}, {'layer': '750mb', 'direction': 80, 'speed': 4}, {'layer': '700mb', 'direction': 75, 'speed': 3}, {'layer': '650mb', 'direction': 80, 'speed': 3}, {'layer': '600mb', 'direction': 85, 'speed': 3}, {'layer': '550mb', 'direction': 80, 'speed': 3}, {'layer': '500mb', 'direction': 70, 'speed': 3}, {'layer': '450mb', 'direction': 80, 'speed': 3}, {'layer': '400mb', 'direction': 90, 'speed': 3}, {'layer': '350mb', 'direction': 20, 'speed': 2}, {'layer': '300mb', 'direction': 240, 'speed': 3}, {'layer': '250mb', 'direction': 150, 'speed': 4}, {'layer': '200mb', 'direction': 165, 'speed': 5}]",25,2,12,1024,none,1,0,80,4,Australia,-24.7761086,134.755
2,9,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 6}]","[{'layer': '950mb', 'direction': 75, 'speed': 4}, {'layer': '900mb', 'direction': 70, 'speed': 4}, {'layer': '850mb', 'direction': 60, 'speed': 3}, {'layer': '800mb', 'direction': 70, 'speed': 3}, {'layer': '750mb', 'direction': 75, 'speed': 3}, {'layer': '700mb', 'direction': 75, 'speed': 3}, {'layer': '650mb', 'direction': 75, 'speed': 3}, {'layer': '600mb', 'direction': 75, 'speed': 3}, {'layer': '550mb', 'direction': 65, 'speed': 3}, {'layer': '500mb', 'direction': 55, 'speed': 3}, {'layer': '450mb', 'direction': 60, 'speed': 3}, {'layer': '400mb', 'direction': 65, 'speed': 2}, {'layer': '350mb', 'direction': 340, 'speed': 2}, {'layer': '300mb', 'direction': 195, 'speed': 2}, {'layer': '250mb', 'direction': 160, 'speed': 3}, {'layer': '200mb', 'direction': 175, 'speed': 4}]",24,2,11,1023,none,1,0,75,4,Australia,-24.7761086,134.755
3,12,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 6}]","[{'layer': '950mb', 'direction': 75, 'speed': 4}, {'layer': '900mb', 'direction': 75, 'speed': 3}, {'layer': '850mb', 'direction': 75, 'speed': 3}, {'layer': '800mb', 'direction': 75, 'speed': 3}, {'layer': '750mb', 'direction': 75, 'speed': 3}, {'layer': '700mb', 'direction': 75, 'speed': 3}, {'layer': '650mb', 'direction': 70, 'speed': 3}, {'layer': '600mb', 'direction': 65, 'speed': 3}, {'layer': '550mb', 'direction': 55, 'speed': 3}, {'layer': '500mb', 'direction': 45, 'speed': 3}, {'layer': '450mb', 'direction': 25, 'speed': 2}, {'layer': '400mb', 'direction': 0, 'speed': 2}, {'layer': '350mb', 'direction': 335, 'speed': 3}, {'layer': '300mb', 'direction': 285, 'speed': 2}, {'layer': '250mb', 'direction': 155, 'speed': 4}, {'layer': '200mb', 'direction': 200, 'speed': 5}]",24,2,10,1023,none,1,0,80,4,Australia,-24.7761086,134.755
4,15,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 6}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 75, 'speed': 4}, {'layer': '900mb', 'direction': 70, 'speed': 3}, {'layer': '850mb', 'direction': 55, 'speed': 3}, {'layer': '800mb', 'direction': 55, 'speed': 3}, {'layer': '750mb', 'direction': 70, 'speed': 4}, {'layer': '700mb', 'direction': 65, 'speed': 4}, {'layer': '650mb', 'direction': 60, 'speed': 3}, {'layer': '600mb', 'direction': 60, 'speed': 3}, {'layer': '550mb', 'direction': 50, 'speed': 3}, {'layer': '500mb', 'direction': 35, 'speed': 2}, {'layer': '450mb', 'direction': 345, 'speed': 2}, {'layer': '400mb', 'direction': 345, 'speed': 2}, {'layer': '350mb', 'direction': 335, 'speed': 3}, {'layer': '300mb', 'direction': 270, 'speed': 2}, {'layer': '250mb', 'direction': 160, 'speed': 3}, {'layer': '200mb', 'direction': 175, 'speed': 5}]",24,6,9,1023,none,1,0,80,4,Australia,-24.7761086,134.755
5,18,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': -4}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 65, 'speed': 4}, {'layer': '900mb', 'direction': 60, 'speed': 3}, {'layer': '850mb', 'direction': 30, 'speed': 3}, {'layer': '800mb', 'direction': 25, 'speed': 3}, {'layer': '750mb', 'direction': 55, 'speed': 3}, {'layer': '700mb', 'direction': 55, 'speed': 3}, {'layer': '650mb', 'direction': 40, 'speed': 3}, {'layer': '600mb', 'direction': 35, 'speed': 3}, {'layer': '550mb', 'direction': 45, 'speed': 3}, {'layer': '500mb', 'direction': 35, 'speed': 3}, {'layer': '450mb', 'direction': 20, 'speed': 2}, {'layer': '400mb', 'direction': 335, 'speed': 2}, {'layer': '350mb', 'direction': 345, 'speed': 2}, {'layer': '300mb', 'direction': 260, 'speed': 2}, {'layer': '250mb', 'direction': 175, 'speed': 3}, {'layer': '200mb', 'direction': 185, 'speed': 4}]",25,2,10,1025,none,1,0,70,3,Australia,-24.7761086,134.755
6,21,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 70, 'speed': 4}, {'layer': '900mb', 'direction': 65, 'speed': 3}, {'layer': '850mb', 'direction': 25, 'speed': 3}, {'layer': '800mb', 'direction': 340, 'speed': 3}, {'layer': '750mb', 'direction': 30, 'speed': 3}, {'layer': '700mb', 'direction': 40, 'speed': 3}, {'layer': '650mb', 'direction': 25, 'speed': 3}, {'layer': '600mb', 'direction': 10, 'speed': 3}, {'layer': '550mb', 'direction': 30, 'speed': 3}, {'layer': '500mb', 'direction': 25, 'speed': 3}, {'layer': '450mb', 'direction': 20, 'speed': 2}, {'layer': '400mb', 'direction': 345, 'speed': 2}, {'layer': '350mb', 'direction': 355, 'speed': 2}, {'layer': '300mb', 'direction': 230, 'speed': 2}, {'layer': '250mb', 'direction': 180, 'speed': 3}, {'layer': '200mb', 'direction': 175, 'speed': 4}]",25,2,10,1023,none,1,0,70,4,Australia,-24.7761086,134.755
7,24,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 12}]","[{'layer': '950mb', 'direction': 60, 'speed': 4}, {'layer': '900mb', 'direction': 60, 'speed': 3}, {'layer': '850mb', 'direction': 35, 'speed': 2}, {'layer': '800mb', 'direction': 330, 'speed': 2}, {'layer': '750mb', 'direction': 10, 'speed': 3}, {'layer': '700mb', 'direction': 20, 'speed': 3}, {'layer': '650mb', 'direction': 15, 'speed': 3}, {'layer': '600mb', 'direction': 0, 'speed': 3}, {'layer': '550mb', 'direction': 30, 'speed': 3}, {'layer': '500mb', 'direction': 30, 'speed': 3}, {'layer': '450mb', 'direction': 35, 'speed': 2}, {'layer': '400mb', 'direction': 325, 'speed': 2}, {'layer': '350mb', 'direction': 335, 'speed': 3}, {'layer': '300mb', 'direction': 210, 'speed': 2}, {'layer': '250mb', 'direction': 200, 'speed': 3}, {'layer': '200mb', 'direction': 215, 'speed': 5}]",25,2,10,1022,none,1,0,65,4,Australia,-24.7761086,134.755
8,27,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 1}, {'layer': '250mb', 'rh': 9}, {'layer': '200mb', 'rh': 5}]","[{'layer': '950mb', 'direction': 65, 'speed': 4}, {'layer': '900mb', 'direction': 70, 'speed': 3}, {'layer': '850mb', 'direction': 90, 'speed': 2}, {'layer': '800mb', 'direction': 95, 'speed': 2}, {'layer': '750mb', 'direction': 15, 'speed': 2}, {'layer': '700mb', 'direction': 30, 'speed': 3}, {'layer': '650mb', 'direction': 20, 'speed': 3}, {'layer': '600mb', 'direction': 5, 'speed': 3}, {'layer': '550mb', 'direction': 20, 'speed': 3}, {'layer': '500mb', 'direction': 30, 'speed': 3}, {'layer': '450mb', 'direction': 30, 'speed': 2}, {'layer': '400mb', 'direction': 305, 'speed': 2}, {'layer': '350mb', 'direction': 310, 'speed': 3}, {'layer': '300mb', 'direction': 230, 'speed': 3}, {'layer': '250mb', 'direction': 225, 'speed': 3}, {'layer': '200mb', 'direction': 220, 'speed': 5}]",25,2,10,1023,none,1,0,65,4,Australia,-24.7761086,134.755
9,30,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 12}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 60, 'speed': 4}, {'layer': '900mb', 'direction': 65, 'speed': 4}, {'layer': '850mb', 'direction': 80, 'speed': 3}, {'layer': '800mb', 'direction': 75, 'speed': 2}, {'layer': '750mb', 'direction': 45, 'speed': 2}, {'layer': '700mb', 'direction': 35, 'speed': 3}, {'layer': '650mb', 'direction': 30, 'speed': 3}, {'layer': '600mb', 'direction': 15, 'speed': 3}, {'layer': '550mb', 'direction': 20, 'speed': 3}, {'layer': '500mb', 'direction': 20, 'speed': 3}, {'layer': '450mb', 'direction': 15, 'speed': 3}, {'layer': '400mb', 'direction': 325, 'speed': 2}, {'layer': '350mb', 'direction': 295, 'speed': 3}, {'layer': '300mb', 'direction': 245, 'speed': 4}, {'layer': '250mb', 'direction': 220, 'speed': 3}, {'layer': '200mb', 'direction': 225, 'speed': 4}]",25,2,10,1024,none,1,0,65,4,Australia,-24.7761086,134.755
10,33,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 2}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': 1}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 4}, {'layer': '250mb', 'rh': 11}, {'layer': '200mb', 'rh': 11}]","[{'layer': '950mb', 'direction': 60, 'speed': 4}, {'layer': '900mb', 'direction': 55, 'speed': 4}, {'layer': '850mb', 'direction': 75, 'speed': 3}, {'layer': '800mb', 'direction': 90, 'speed': 2}, {'layer': '750mb', 'direction': 50, 'speed': 2}, {'layer': '700mb', 'direction': 25, 'speed': 3}, {'layer': '650mb', 'direction': 15, 'speed': 3}, {'layer': '600mb', 'direction': 5, 'speed': 3}, {'layer': '550mb', 'direction': 15, 'speed': 3}, {'layer': '500mb', 'direction': 20, 'speed': 3}, {'layer': '450mb', 'direction': 10, 'speed': 3}, {'layer': '400mb', 'direction': 305, 'speed': 2}, {'layer': '350mb', 'direction': 290, 'speed': 3}, {'layer': '300mb', 'direction': 260, 'speed': 3}, {'layer': '250mb', 'direction': 250, 'speed': 3}, {'layer': '200mb', 'direction': 260, 'speed': 4}]",25,2,10,1023,none,1,0,60,3,Australia,-24.7761086,134.755
11,36,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': 10}, {'layer': '250mb', 'rh': 14}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 55, 'speed': 3}, {'layer': '900mb', 'direction': 60, 'speed': 4}, {'layer': '850mb', 'direction': 70, 'speed': 3}, {'layer': '800mb', 'direction': 80, 'speed': 3}, {'layer': '750mb', 'direction': 60, 'speed': 2}, {'layer': '700mb', 'direction': 30, 'speed': 2}, {'layer': '650mb', 'direction': 0, 'speed': 3}, {'layer': '600mb', 'direction': 350, 'speed': 3}, {'layer': '550mb', 'direction': 0, 'speed': 3}, {'layer': '500mb', 'direction': 10, 'speed': 3}, {'layer': '450mb', 'direction': 350, 'speed': 3}, {'layer': '400mb', 'direction': 315, 'speed': 3}, {'layer': '350mb', 'direction': 280, 'speed': 3}, {'layer': '300mb', 'direction': 255, 'speed': 4}, {'layer': '250mb', 'direction': 260, 'speed': 4}, {'layer': '200mb', 'direction': 255, 'speed': 4}]",24,2,10,1022,rain,1,0,55,3,Australia,-24.7761086,134.755
12,39,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': 2}, {'layer': '300mb', 'rh': 13}, {'layer': '250mb', 'rh': 5}, {'layer': '200mb', 'rh': 11}]","[{'layer': '950mb', 'direction': 60, 'speed': 3}, {'layer': '900mb', 'direction': 60, 'speed': 3}, {'layer': '850mb', 'direction': 55, 'speed': 3}, {'layer': '800mb', 'direction': 60, 'speed': 3}, {'layer': '750mb', 'direction': 65, 'speed': 3}, {'layer': '700mb', 'direction': 40, 'speed': 2}, {'layer': '650mb', 'direction': 355, 'speed': 2}, {'layer': '600mb', 'direction': 340, 'speed': 3}, {'layer': '550mb', 'direction': 350, 'speed': 3}, {'layer': '500mb', 'direction': 355, 'speed': 3}, {'layer': '450mb', 'direction': 325, 'speed': 3}, {'layer': '400mb', 'direction': 305, 'speed': 3}, {'layer': '350mb', 'direction': 275, 'speed': 3}, {'layer': '300mb', 'direction': 250, 'speed': 3}, {'layer': '250mb', 'direction': 250, 'speed': 5}, {'layer': '200mb', 'direction': 265, 'speed': 5}]",24,2,10,1022,rain,1,0,65,3,Australia,-24.7761086,134.755
13,42,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': 3}, {'layer': '250mb', 'rh': 13}, {'layer': '200mb', 'rh': 8}]","[{'layer': '950mb', 'direction': 50, 'speed': 3}, {'layer': '900mb', 'direction': 50, 'speed': 4}, {'layer': '850mb', 'direction': 50, 'speed': 4}, {'layer': '800mb', 'direction': 55, 'speed': 3}, {'layer': '750mb', 'direction': 60, 'speed': 3}, {'layer': '700mb', 'direction': 45, 'speed': 3}, {'layer': '650mb', 'direction': 345, 'speed': 2}, {'layer': '600mb', 'direction': 325, 'speed': 3}, {'layer': '550mb', 'direction': 335, 'speed': 3}, {'layer': '500mb', 'direction': 335, 'speed': 3}, {'layer': '450mb', 'direction': 315, 'speed': 3}, {'layer': '400mb', 'direction': 310, 'speed': 3}, {'layer': '350mb', 'direction': 285, 'speed': 4}, {'layer': '300mb', 'direction': 265, 'speed': 3}, {'layer': '250mb', 'direction': 260, 'speed': 5}, {'layer': '200mb', 'direction': 280, 'speed': 5}]",24,2,11,1023,rain,2,0,65,3,Australia,-24.7761086,134.755
14,45,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 2}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': 9}, {'layer': '300mb', 'rh': 4}, {'layer': '250mb', 'rh': 6}, {'layer': '200mb', 'rh': 11}]","[{'layer': '950mb', 'direction': 45, 'speed': 3}, {'layer': '900mb', 'direction': 40, 'speed': 4}, {'layer': '850mb', 'direction': 30, 'speed': 4}, {'layer': '800mb', 'direction': 35, 'speed': 4}, {'layer': '750mb', 'direction': 45, 'speed': 3}, {'layer': '700mb', 'direction': 35, 'speed': 3}, {'layer': '650mb', 'direction': 350, 'speed': 2}, {'layer': '600mb', 'direction': 325, 'speed': 3}, {'layer': '550mb', 'direction': 315, 'speed': 3}, {'layer': '500mb', 'direction': 310, 'speed': 3}, {'layer': '450mb', 'direction': 315, 'speed': 3}, {'layer': '400mb', 'direction': 310, 'speed': 4}, {'layer': '350mb', 'direction': 290, 'speed': 4}, {'layer': '300mb', 'direction': 295, 'speed': 4}, {'layer': '250mb', 'direction': 280, 'speed': 5}, {'layer': '200mb', 'direction': 270, 'speed': 6}]",25,2,11,1022,rain,2,0,50,3,Australia,-24.7761086,134.755
15,48,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': 9}, {'layer': '300mb', 'rh': 10}, {'layer': '250mb', 'rh': 10}, {'layer': '200mb', 'rh': 8}]","[{'layer': '950mb', 'direction': 35, 'speed': 3}, {'layer': '900mb', 'direction': 30, 'speed': 4}, {'layer': '850mb', 'direction': 30, 'speed': 4}, {'layer': '800mb', 'direction': 30, 'speed': 3}, {'layer': '750mb', 'direction': 25, 'speed': 3}, {'layer': '700mb', 'direction': 25, 'speed': 3}, {'layer': '650mb', 'direction': 0, 'speed': 2}, {'layer': '600mb', 'direction': 340, 'speed': 3}, {'layer': '550mb', 'direction': 290, 'speed': 3}, {'layer': '500mb', 'direction': 290, 'speed': 3}, {'layer': '450mb', 'direction': 295, 'speed': 4}, {'layer': '400mb', 'direction': 300, 'speed': 4}, {'layer': '350mb', 'direction': 300, 'speed': 5}, {'layer': '300mb', 'direction': 295, 'speed': 5}, {'layer': '250mb', 'direction': 285, 'speed': 5}, {'layer': '200mb', 'direction': 265, 'speed': 6}]",25,2,11,1018,rain,2,0,40,3,Australia,-24.7761086,134.755
16,51,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 8}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': 4}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': 6}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 14}, {'layer': '250mb', 'rh': 15}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 35, 'speed': 3}, {'layer': '900mb', 'direction': 25, 'speed': 3}, {'layer': '850mb', 'direction': 15, 'speed': 3}, {'layer': '800mb', 'direction': 15, 'speed': 3}, {'layer': '750mb', 'direction': 20, 'speed': 3}, {'layer': '700mb', 'direction': 15, 'speed': 3}, {'layer': '650mb', 'direction': 10, 'speed': 3}, {'layer': '600mb', 'direction': 345, 'speed': 3}, {'layer': '550mb', 'direction': 280, 'speed': 3}, {'layer': '500mb', 'direction': 280, 'speed': 3}, {'layer': '450mb', 'direction': 295, 'speed': 4}, {'layer': '400mb', 'direction': 300, 'speed': 5}, {'layer': '350mb', 'direction': 295, 'speed': 5}, {'layer': '300mb', 'direction': 295, 'speed': 5}, {'layer': '250mb', 'direction': 280, 'speed': 5}, {'layer': '200mb', 'direction': 260, 'speed': 6}]",25,-1,11,1020,rain,2,0,40,3,Australia,-24.7761086,134.755
