,type,country,sex_,species_,fatal_(y/n),date,new_sex,new_type,year,age,new_age
1447,Unprovoked,south africa,M,white_shark,N,28-Jul-2006,M,Unprovoked,2006.0,19.0,19.0
1448,Unprovoked,usa,M,unspecified,N,25-Jul-2006,M,Unprovoked,2006.0,14.0,14.0
1449,Unprovoked,usa,M,unspecified,N,23-Jul-2006,M,Unprovoked,2006.0,27.6,27.32915451895044
1450,Invalid,australia,,unspecified,,Reported 17-Jul-2006,M,Invalid,2006.0,27.6,27.32915451895044
1451,Unprovoked,usa,M,unspecified,N,17-Jul-2006,M,Unprovoked,2006.0,49.0,49.0
1452,Invalid,spain,F,unspecified,,13-Jul-2006,F,Invalid,2006.0,7.0,7.0
1453,Unprovoked,usa,F,unspecified,N,12-Jul-2006,F,Unprovoked,2006.0,21.0,21.0
1454,Unprovoked,brazil,M,tiger_shark,Y,10-Jul-2006,M,Unprovoked,2006.0,27.6,27.32915451895044
1455,Unprovoked,usa,M,unspecified,N,09-Jul-2006,M,Unprovoked,2006.0,40.0,40.0
1456,Unprovoked,usa,M,unspecified,N,09-Jul-2006.,M,Unprovoked,2006.0,11.0,11.0
1457,Unprovoked,usa,F,unspecified,N,08-Jul-2006,F,Unprovoked,2006.0,14.0,14.0
1458,Unprovoked,usa,M,unspecified,N,08-Jul-2006,M,Unprovoked,2006.0,13.0,13.0
1459,Unprovoked,usa,F,unspecified,N,July 2006,F,Unprovoked,2006.0,28.0,28.0
1460,Unprovoked,usa,M,unspecified,N,July 2006,M,Unprovoked,2006.0,35.0,35.0
1461,Unprovoked,usa,F,unspecified,N,27-Jun-2006,F,Unprovoked,2006.0,9.0,9.0
1462,Provoked,usa,M,unspecified,N,26-Jun-2006,M,Provoked,2006.0,27.6,27.32915451895044
1463,Unprovoked,bahamas,M,unspecified,N,24-Jun-2006,M,Unprovoked,2006.0,25.0,25.0
1464,Unprovoked,usa,F,unspecified,N,20-Jun-2006,F,Unprovoked,2006.0,22.0,22.0
1465,Unprovoked,brazil,M,unspecified,Y,18-Jun-2006,M,Unprovoked,2006.0,27.0,27.0
1466,Unprovoked,usa,M,unspecified,N,17-Jun-2006,M,Unprovoked,2006.0,43.0,43.0
1467,Unprovoked,usa,M,unspecified,N,15-Jun-2006,M,Unprovoked,2006.0,24.0,24.0
1468,Unprovoked,usa,F,unspecified,N,07-Jun-2006,F,Unprovoked,2006.0,7.0,7.0
1469,Unprovoked,australia,M,white_shark,N,05-Jun-2006,M,Unprovoked,2006.0,40.0,40.0
1470,Unprovoked,usa,M,tiger_shark,N,31-May-2006,M,Unprovoked,2006.0,26.0,26.0
1471,Provoked,usa,,tiger_shark,N,28-May-2006,M,Provoked,2006.0,27.6,27.32915451895044
1472,Unprovoked,usa,M,unspecified,N,27-May-2006,M,Unprovoked,2006.0,31.0,31.0
1473,Provoked,usa,M,grey_shark,N,24-May-2006,M,Provoked,2006.0,15.0,15.0
1474,Unprovoked,brazil,M,unspecified,N,21-May-2006,M,Unprovoked,2006.0,33.0,33.0
1475,Unprovoked,usa,F,tiger_shark,N,19-May-2006,F,Unprovoked,2006.0,30.0,30.0
1476,Unprovoked,usa,M,unspecified,N,05-May-2006,M,Unprovoked,2006.0,27.6,27.32915451895044
1477,Unprovoked,usa,F,unspecified,N,04-May-2006,F,Unprovoked,2006.0,20.0,20.0
1478,Provoked,australia,M,unspecified,N,02-May-2006,M,Provoked,2006.0,46.0,46.0
1479,Invalid,usa,M,unspecified,,Reported      23-Apr-2006,M,Invalid,2006.0,27.6,27.32915451895044
1480,Unprovoked,usa,M,unspecified,N,21-Apr-2006,M,Unprovoked,2006.0,54.0,54.0
1481,Unprovoked,usa,F,unspecified,N,19-Apr-2006,F,Unprovoked,2006.0,13.0,13.0
1482,Provoked,usa,M,unspecified,N,13-Apr-2006,M,Provoked,2006.0,35.0,35.0
1483,Unprovoked,australia,M,unspecified,N,11-Apr-2006,M,Unprovoked,2006.0,15.0,15.0
1484,Unprovoked,south africa,M,unspecified,N,09-Apr-2006,M,Unprovoked,2006.0,15.0,15.0
1485,Unprovoked,brazil,M,tiger_shark,N,09-Apr-2006,M,Unprovoked,2006.0,35.0,35.0
1486,Unprovoked,usa,M,unspecified,N,03-Apr-2006,M,Unprovoked,2006.0,11.0,11.0
1487,Unprovoked,sierra leone,M,unspecified,Y,Reported  28-Mar-2006,M,Unprovoked,2006.0,27.6,27.32915451895044
1488,Unprovoked,usa,F,tiger_shark,N,23-Mar-2006,F,Unprovoked,2006.0,28.0,28.0
1489,Invalid,south africa,M,unspecified,,22-Mar-2006,M,Invalid,2006.0,17.0,17.0
1490,Unprovoked,fiji,M,tiger_shark,N,18-Mar-2006,M,Unprovoked,2006.0,21.0,21.0
1491,Unprovoked,australia,M,unspecified,N,15-Mar-2006,M,Unprovoked,2006.0,15.0,15.0
1492,Unprovoked,usa,F,unspecified,N,27-Feb-2006,F,Unprovoked,2006.0,15.0,15.0
1493,Invalid,usa,M,unspecified,,23-Feb-2006,M,Invalid,2006.0,45.0,45.0
1494,Unprovoked,australia,M,unspecified,N,13-Feb-2006,M,Unprovoked,2006.0,18.0,18.0
1495,Unprovoked,australia,M,unspecified,N,12-Feb-2006,M,Unprovoked,2006.0,27.6,27.32915451895044
1496,Boating,australia,M,white_shark,N,12-Feb-2006,M,Boating,2006.0,27.6,27.32915451895044
1497,Unprovoked,south africa,M,unspecified,N,08-Feb-2006,M,Unprovoked,2006.0,15.0,15.0
1498,Unprovoked,tonga,F,tiger_shark,Y,01-Feb-2006,F,Unprovoked,2006.0,24.0,24.0
1499,Boating,usa,M,unspecified,N,01-Feb-2006,M,Boating,2006.0,57.0,57.0
1500,Boating,atlantic ocean,M,unspecified,N,Reported 28-Jan-2006,M,Boating,2006.0,46.0,46.0
1501,Unprovoked,south africa,M,unspecified,N,25-Jan-2006,M,Unprovoked,2006.0,34.0,34.0
1502,Boating,atlantic ocean,F,unspecified,N,23-Jan-2006,F,Boating,2006.0,28.0,28.0
1503,Unprovoked,usa,M,unspecified,N,18-Jan-2006,M,Unprovoked,2006.0,27.6,27.32915451895044
1504,Unprovoked,australia,M,white_shark,N,15-Jan-2006,M,Unprovoked,2006.0,52.0,52.0
1505,Invalid,bahamas,M,unspecified,,11-Jan-2006,M,Invalid,2006.0,27.6,27.32915451895044
1506,Unprovoked,australia,F,unspecified,Y,07-Jan-2006,F,Unprovoked,2006.0,21.0,21.0
1507,Unprovoked,usa,M,unspecified,N,04-Jan-2006,M,Unprovoked,2006.0,21.0,21.0
1508,Unprovoked,south africa,M,unspecified,N,01-Jan-2006,M,Unprovoked,2006.0,49.0,49.0
1509,Unprovoked,usa,M,white_shark,N,24-Dec-2005,M,Unprovoked,2005.0,30.0,30.0
1510,Unprovoked,usa,M,tiger_shark,N,21-Dec-2005,M,Unprovoked,2005.0,29.0,29.0
1511,Boating,atlantic ocean,,unspecified,N,20-Dec-2005,M,Boating,2005.0,27.6,27.32915451895044
1512,Unprovoked,australia,M,white_shark,N,11-Dec-2005,M,Unprovoked,2005.0,44.0,44.0
1513,Boat,australia,,white_shark,N,Reported 06-Dec-2005,M,Boat,2005.0,27.6,27.32915451895044
1514,Unprovoked,usa,M,unspecified,N,Reported 29-Nov-2005,M,Unprovoked,2005.0,27.6,27.32915451895044
1515,Unprovoked,usa,M,unspecified,N,27-Nov-2005,M,Unprovoked,2005.0,23.0,23.0
1516,Boat,australia,,white_shark,N,25-Nov-2005,M,Boat,2005.0,27.6,27.32915451895044
1517,Unprovoked,australia,M,unspecified,N,25-Nov-2005,M,Unprovoked,2005.0,18.0,18.0
1518,Unprovoked,south africa,M,unspecified,N,25-Nov-2005,M,Unprovoked,2005.0,26.0,26.0
1519,Unprovoked,new caledonia,,unspecified,N,24-Nov-2005-,M,Unprovoked,2005.0,27.6,27.32915451895044
1520,Unprovoked,usa,M,unspecified,N,21-Nov-2005,M,Unprovoked,2005.0,30.0,30.0
1521,Unprovoked,usa,M,unspecified,N,20-Nov-2005,M,Unprovoked,2005.0,17.0,17.0
1522,Boat,new caledonia,,white_shark,N,Reported  16-Nov-2005,M,Boat,2005.0,27.6,27.32915451895044
1523,Provoked,south africa,M,unspecified,N,15-Nov-2005,M,Provoked,2005.0,32.0,32.0
1524,Unprovoked,usa,M,unspecified,N,12-Nov-2005,M,Unprovoked,2005.0,18.0,18.0
1525,Unprovoked,usa,M,unspecified,N,02-Nov-2005,M,Unprovoked,2005.0,25.0,25.0
1526,Unprovoked,usa,M,white_shark,N,02-Nov-2005,M,Unprovoked,2005.0,26.0,26.0
1527,Unprovoked,usa,M,unspecified,N,29-Oct-2005,M,Unprovoked,2005.0,15.0,15.0
1528,Unprovoked,st. maartin,M,unspecified,N,25-Oct-2005,M,Unprovoked,2005.0,55.0,55.0
1529,Unprovoked,south africa,M,unspecified,N,22-Oct-2005,M,Unprovoked,2005.0,20.0,20.0
1530,Unprovoked,usa,M,white_shark,N,21-Oct-2005,M,Unprovoked,2005.0,36.0,36.0
1531,Unprovoked,usa,F,white_shark,N,19-Oct-2005,F,Unprovoked,2005.0,20.0,20.0
1532,Provoked,usa,M,unspecified,N,15-Oct-2005,M,Provoked,2005.0,15.0,15.0
1533,Unprovoked,usa,M,tiger_shark,N,13-Oct-2005,M,Unprovoked,2005.0,22.0,22.0
1534,Unprovoked,grand cayman,F,unspecified,N,11-Oct-2005,F,Unprovoked,2005.0,57.0,57.0
1535,Unprovoked,usa,M,unspecified,N,06-Oct-2005,M,Unprovoked,2005.0,48.0,48.0
1536,Unprovoked,bahamas,M,unspecified,N,03-Oct-2005,M,Unprovoked,2005.0,35.0,35.0
1537,Unprovoked,south africa,M,white_shark,N,01-Oct-2005,M,Unprovoked,2005.0,52.0,52.0
1538,Unprovoked,australia,M,tiger_shark,N,Reported      27-Sep-2005,M,Unprovoked,2005.0,28.0,28.0
1539,Unprovoked,australia,M,white_shark,N,24-Sep-2005,M,Unprovoked,2005.0,26.0,26.0
1540,Unprovoked,australia,M,unspecified,N,23-Sep-2005,M,Unprovoked,2005.0,44.0,44.0
1541,Invalid,usa,M,unspecified,,22-Sep-2005,M,Invalid,2005.0,27.6,27.32915451895044
1542,Unprovoked,usa,F,unspecified,N,20-Sep-2005,F,Unprovoked,2005.0,68.0,68.0
1543,Unprovoked,usa,M,unspecified,Y,11-Sep-2005,M,Unprovoked,2005.0,18.0,18.0
1544,Unprovoked,australia,M,unspecified,N,07-Sep-2005,M,Unprovoked,2005.0,15.0,15.0
1545,Unprovoked,usa,F,unspecified,N,05-Sep-2005,F,Unprovoked,2005.0,18.0,18.0
1546,Unprovoked,australia,M,white_shark,N,04-Sep-2005,M,Unprovoked,2005.0,40.0,40.0
1547,Unprovoked,usa,M,unspecified,N,02-Sep-2005,M,Unprovoked,2005.0,62.0,62.0
1548,Provoked,thailand,M,unspecified,Y,02-Sep-2005,M,Provoked,2005.0,21.0,21.0
1549,Unprovoked,australia,M,white_shark,Y,24-Aug-2005,M,Unprovoked,2005.0,23.0,23.0
1550,Unprovoked,usa,M,white_shark,N,24-Aug-2005,M,Unprovoked,2005.0,37.0,37.0
1551,Invalid,usa,M,unspecified,,22-Aug-2005,M,Invalid,2005.0,17.0,17.0
1552,Unprovoked,usa,M,unspecified,N,21-Aug-2005,M,Unprovoked,2005.0,8.0,8.0
1553,Unprovoked,usa,M,unspecified,N,19-Aug-2005,M,Unprovoked,2005.0,12.0,12.0
1554,Invalid,south africa,,unspecified,,14-Aug-2005,M,Invalid,2005.0,27.6,27.32915451895044
1555,Unprovoked,usa,M,unspecified,N,12-Aug-2005,M,Unprovoked,2005.0,16.0,16.0
1556,Unprovoked,usa,M,unspecified,N,6-Aug-2005,M,Unprovoked,2005.0,14.0,14.0
1557,Invalid,seychelles,M,unspecified,,1-Aug-2005,M,Invalid,2005.0,27.6,27.32915451895044
1558,Unprovoked,usa,F,unspecified,N,27-Jul-2005,F,Unprovoked,2005.0,13.0,13.0
1559,Unprovoked,usa,M,unspecified,N,23-Jul-2005,M,Unprovoked,2005.0,61.0,61.0
1560,Invalid,usa,M,unspecified,,22-Jul-2005,M,Invalid,2005.0,25.0,25.0
1561,Invalid,liberia,M,unspecified,,17-Jul-2005,M,Invalid,2005.0,27.6,27.32915451895044
1562,Provoked,china,M,unspecified,N,17-Jul-2005,M,Provoked,2005.0,24.0,24.0
1563,Invalid,australia,,unspecified,,Reported      15-Jul-2005,M,Invalid,2005.0,27.6,27.32915451895044
1564,Unprovoked,usa,M,unspecified,N,15-Jul-2005,M,Unprovoked,2005.0,22.0,22.0
1565,Unprovoked,usa,F,unspecified,N,13-Jul-2005,F,Unprovoked,2005.0,14.0,14.0
1566,Unprovoked,usa,M,unspecified,N,1-Jul-2005,M,Unprovoked,2005.0,19.0,19.0
1567,Unprovoked,usa,M,unspecified,N,27-Jun-2005,M,Unprovoked,2005.0,16.0,16.0
1568,Unprovoked,usa,F,unspecified,Y,25-Jun-2005,F,Unprovoked,2005.0,14.0,14.0
1569,Unprovoked,vanuatu,F,unspecified,Y,22-Jun-2005,F,Unprovoked,2005.0,7.0,7.0
1570,Unprovoked,mexico ,M,unspecified,N,20-Jun-2005,M,Unprovoked,2005.0,27.6,27.32915451895044
1571,Invalid,usa,M,unspecified,,18-Jun-2005,M,Invalid,2005.0,49.0,49.0
1572,Unprovoked,usa,M,unspecified,N,16-Jun-2005,M,Unprovoked,2005.0,20.0,20.0
1573,Unprovoked,south korea,F,white_shark,N,13-Jun-2005,F,Unprovoked,2005.0,38.0,38.0
1574,Unprovoked,usa,F,unspecified,N,07-Jun-2005,F,Unprovoked,2005.0,11.0,11.0
1575,Invalid,usa,M,white_shark,,05-Jun-2005,M,Invalid,2005.0,17.0,17.0
1576,Unprovoked,south africa,M,white_shark,Y,04-Jun-2005,M,Unprovoked,2005.0,22.0,22.0
1577,Unprovoked,usa,M,unspecified,N,02-Jun-2005,M,Unprovoked,2005.0,6.0,6.0
1578,Unprovoked,usa,M,unspecified,N,28-May-2005,M,Unprovoked,2005.0,33.0,33.0
1579,Unprovoked,usa,F,unspecified,N,27-May-2005,F,Unprovoked,2005.0,27.6,27.32915451895044
1580,Unprovoked,south africa,M,unspecified,N,25-May-2005,M,Unprovoked,2005.0,32.0,32.0
1581,Unprovoked,australia,M ,unspecified,N,15-May-2005,M ,Unprovoked,2005.0,27.6,27.32915451895044
1582,Boating,usa,,tiger_shark,N,14-May-2005,M,Boating,2005.0,27.6,27.32915451895044
1583,Unprovoked,madagascar,M,unspecified,N,03-May-2005,M,Unprovoked,2005.0,27.6,27.32915451895044
1584,Sea Disaster,usa,M,unspecified,N,02-May-2005,M,Sea Disaster,2005.0,27.6,27.32915451895044
1585,Unprovoked,usa,M,tiger_shark,N,02-May-2005,M,Unprovoked,2005.0,47.0,47.0
1586,Provoked,australia,M,unspecified,N,25-Apr-2005,M,Provoked,2005.0,25.0,25.0
1587,Unprovoked,australia,,unspecified,N,17-Apr-2005,M,Unprovoked,2005.0,27.6,27.32915451895044
1588,Unprovoked,australia,M,unspecified,N,16-Apr-2005,M,Unprovoked,2005.0,20.0,20.0
1589,Unprovoked,australia,M,unspecified,N,16-Apr-2005,M,Unprovoked,2005.0,40.0,40.0
1590,Unprovoked,usa,F,unspecified,N,13-Apr-2005,F,Unprovoked,2005.0,70.0,70.0
1591,Invalid,usa,M,unspecified,,09-Apr-2005,M,Invalid,2005.0,52.0,52.0
1592,Unprovoked,usa,M,unspecified,N,07-Apr-2005,M,Unprovoked,2005.0,37.0,37.0
1593,Unprovoked,usa,F,unspecified,N,06-Apr-2005,F,Unprovoked,2005.0,27.6,27.32915451895044
1594,Unprovoked,south africa,M,unspecified,N,28-Mar-2005,M,Unprovoked,2005.0,32.0,32.0
1595,Unprovoked,australia,M,unspecified,N,Reported    27-Mar-2005,M,Unprovoked,2005.0,27.6,27.32915451895044
1596,Unprovoked,venezuela,M,unspecified,N,25-Mar-2005,M,Unprovoked,2005.0,27.6,27.32915451895044
1597,Unprovoked,australia,M,white_shark,Y,19-Mar-2005,M,Unprovoked,2005.0,26.0,26.0
1598,Provoked,usa,M,tiger_shark,N,12-Mar-2005,M,Provoked,2005.0,45.0,45.0
1599,Invalid,south africa,M,unspecified,,10-Mar-2005,M,Invalid,2005.0,51.0,51.0
1600,Provoked,new zealand,M,unspecified,N,09-Mar-2005,M,Provoked,2005.0,27.6,27.32915451895044
1601,Unprovoked,solomon islands,M,unspecified,N,05-Mar-2005,M,Unprovoked,2005.0,27.6,27.32915451895044
1602,Unprovoked,australia,M,unspecified,N,26-Feb-2005,M,Unprovoked,2005.0,18.0,18.0
1603,Provoked,usa,M,unspecified,N,22-Feb-2005,M,Provoked,2005.0,27.6,27.32915451895044
1604,Unprovoked,usa,M,tiger_shark,N,16-Feb-2005,M,Unprovoked,2005.0,27.6,27.32915451895044
1605,Unprovoked,usa,M,unspecified,N,13-Feb-2005,M,Unprovoked,2005.0,27.6,27.32915451895044
1606,Unprovoked,brazil,M,unspecified,N,04-Feb-2005,M,Unprovoked,2005.0,12.0,12.0
1607,Unprovoked,cuba,M,unspecified,N,20-Jan-2005,M,Unprovoked,2005.0,19.0,19.0
1608,Provoked,australia,M,unspecified,N,19-Jan-2005,M,Provoked,2005.0,27.6,27.32915451895044
1609,Provoked,australia,,unspecified,N,14-Jan-2005,M,Provoked,2005.0,27.6,27.32915451895044
1610,Boating,new zealand,M,white_shark,N,08-Jan-2005,M,Boating,2005.0,39.0,39.0
1611,Invalid,sri lanka,F,unspecified,,26-Dec-2004,F,Invalid,2004.0,11.0,11.0
1612,Unprovoked,australia,M,white_shark,Y,16-Dec-2004,M,Unprovoked,2004.0,18.0,18.0
1613,Unprovoked,australia,M,unspecified,Y,11-Dec-2004,M,Unprovoked,2004.0,38.0,38.0
1614,Unprovoked,south africa,M,unspecified,N,27-Nov-2004,M,Unprovoked,2004.0,20.0,20.0
1615,Unprovoked,south africa,M,unspecified,N,26-Nov-2004,M,Unprovoked,2004.0,16.0,16.0
1616,Unprovoked,south africa,F,white_shark,Y,15-Nov-2004,F,Unprovoked,2004.0,77.0,77.0
1617,Unprovoked,usa,lli,white_shark,N,11-Nov-2004,lli,Unprovoked,2004.0,38.0,38.0
1618,Unprovoked,vanuatu,M,unspecified,N,11-Nov-2004,M,Unprovoked,2004.0,30.0,30.0
1619,Unprovoked,new caledonia,,unspecified,N,Nov-2004,M,Unprovoked,2004.0,28.0,27.32915451895044
1620,Unprovoked,cuba,M,unspecified,N,31-Oct-2004,M,Unprovoked,2004.0,40.0,40.0
1621,Invalid,new zealand,,unspecified,,30-Oct-2004,M,Invalid,2004.0,28.0,27.32915451895044
1622,Unprovoked,south africa,M,white_shark,N,30-Oct-2004,M,Unprovoked,2004.0,52.0,52.0
1623,Unprovoked,australia,M,unspecified,N,21-Oct-2004,M,Unprovoked,2004.0,59.0,59.0
1624,Unprovoked,usa,M,white_shark,N,10-Oct-2004,M,Unprovoked,2004.0,28.0,27.32915451895044
1625,Unprovoked,usa,M,tiger_shark,N,09-Oct-2004,M,Unprovoked,2004.0,34.0,34.0
1626,Unprovoked,south africa,M,unspecified,N,09-Oct-2004,M,Unprovoked,2004.0,34.0,34.0
1627,Unprovoked,reunion,M,tiger_shark,N,06-Oct-2004,M,Unprovoked,2004.0,15.0,15.0
1628,Unprovoked,usa,M,unspecified,N,02-Oct-2004,M,Unprovoked,2004.0,16.0,16.0
1629,Unprovoked,usa,M,unspecified,N,01-Oct-2004,M,Unprovoked,2004.0,40.0,40.0
1630,Boat,australia,,tiger_shark,N,25-Sep-2004,M,Boat,2004.0,28.0,27.32915451895044
1631,Unprovoked,usa,M,white_shark,N,20-Sep-2004,M,Unprovoked,2004.0,26.0,26.0
1632,Invalid,usa,M,unspecified,,10-Sep-2004,M,Invalid,2004.0,28.0,27.32915451895044
1633,Unprovoked,brazil,,unspecified,Y,08-Sep-2004,M,Unprovoked,2004.0,28.0,27.32915451895044
1634,Unprovoked,usa,F,unspecified,N,04-Sep-2004,F,Unprovoked,2004.0,17.0,17.0
1635,Unprovoked,usa,F,unspecified,N,29-Aug-2004,F,Unprovoked,2004.0,38.0,38.0
1636,Unprovoked,brazil,M,tiger_shark,N,21-Aug-2004,M,Unprovoked,2004.0,24.0,24.0
1637,Unprovoked,usa,M,white_shark,N,20-Aug-2004,M,Unprovoked,2004.0,28.0,27.32915451895044
1638,Unprovoked,usa,M,white_shark,Y,15-Aug-2004,M,Unprovoked,2004.0,50.0,50.0
1639,Unprovoked,usa,M,unspecified,N,06-Aug-2004,M,Unprovoked,2004.0,47.0,47.0
1640,Unprovoked,australia,M,unspecified,N,03-Aug-2004,M,Unprovoked,2004.0,30.0,30.0
1641,Boat,south africa,,white_shark,N,Aug-2004,M,Boat,2004.0,28.0,27.32915451895044
1642,Unprovoked,usa,F,unspecified,N,31-Jul-2004,F,Unprovoked,2004.0,20.0,20.0
1643,Unprovoked,russia,M,white_shark,N,30-Jul-2004,M,Unprovoked,2004.0,28.0,27.32915451895044
1644,Unprovoked,usa,F,unspecified,N,28-Jul-2004,F,Unprovoked,2004.0,28.0,28.0
1645,Unprovoked,usa,F,unspecified,N,27-Jul-2004,F,Unprovoked,2004.0,13.0,13.0
1646,Unprovoked,usa,F,unspecified,N,27-Jul-2004,F,Unprovoked,2004.0,19.0,19.0
1647,Unprovoked,usa,M,unspecified,N,25-Jul-2004,M,Unprovoked,2004.0,11.0,11.0
1648,Boating,australia,,white_shark,N," 19-Jul-2004 Reported to have happened  ""on the weekend""",M,Boating,2004.0,28.0,27.32915451895044
1649,Unprovoked,japan,M,unspecified,N,15-Jul-2004 ,M,Unprovoked,2004.0,51.0,51.0
1650,Unprovoked,australia,M,unspecified,Y,10-Jul-2004,M,Unprovoked,2004.0,30.0,30.0
1651,Unprovoked,egypt,F,unspecified,N,02-Jul-2004,F,Unprovoked,2004.0,28.0,27.32915451895044
1652,Unprovoked,usa,M,unspecified,N,02-Jul-2004,M,Unprovoked,2004.0,7.0,7.0
1653,Unprovoked,usa,M,white_shark,N,26-Jun-2004,M,Unprovoked,2004.0,45.0,45.0
1654,Invalid,australia,M,unspecified,,26-Jun-2004,M,Invalid,2004.0,28.0,27.32915451895044
1655,Unprovoked,usa,F,unspecified,N,14-Jun-2004,F,Unprovoked,2004.0,28.0,27.32915451895044
1656,Unprovoked,australia,M,unspecified,N,10-Jun-2004,M,Unprovoked,2004.0,17.0,17.0
1657,Unprovoked,usa,M,unspecified,N,10-Jun-2004,M,Unprovoked,2004.0,8.0,8.0
1658,Unprovoked,south africa,M,white_shark,Y,02-Jun-2004,M,Unprovoked,2004.0,21.0,21.0
1659,Unprovoked,usa,M,unspecified,N,29-May-2004,M,Unprovoked,2004.0,16.0,16.0
1660,Unprovoked,brazil,M,unspecified,N,23-May-2004,M,Unprovoked,2004.0,17.0,17.0
1661,Unprovoked,usa,M,unspecified,N,28-May-2004,M,Unprovoked,2004.0,44.0,44.0
1662,Unprovoked,usa,M,unspecified,N,23-May-2004,M,Unprovoked,2004.0,9.0,9.0
1663,Invalid,usa,M,unspecified,,22-May-2004,M,Invalid,2004.0,9.0,9.0
1664,Unprovoked,usa,F,unspecified,N,22-May-2004,F,Unprovoked,2004.0,9.0,9.0
1665,Unprovoked,brazil,F,unspecified,N,22-May-2004,F,Unprovoked,2004.0,24.0,24.0
1666,Provoked,bahamas,M,unspecified,N,18-May-2004,M,Provoked,2004.0,63.0,63.0
1667,Unprovoked,usa,M,unspecified,N,04-May-2004,M,Unprovoked,2004.0,28.0,28.0
1668,Unprovoked,brazil,M,unspecified,Y,01-May-2004,M,Unprovoked,2004.0,22.0,22.0
1669,Unprovoked,australia,M,unspecified,N,26-Apr-2004,M,Unprovoked,2004.0,28.0,27.32915451895044
1670,Boat,new zealand,,white_shark,N,22-Apr-2004,M,Boat,2004.0,28.0,27.32915451895044
1671,Unprovoked, tonga,M,unspecified,Y,13-Apr-2004,M,Unprovoked,2004.0,28.0,27.32915451895044
1672,Invalid, tonga,M,unspecified,Y,13-Apr-2004,M,Invalid,2004.0,28.0,27.32915451895044
1673,Unprovoked,usa,M,tiger_shark,Y,07-Apr-2004,M,Unprovoked,2004.0,57.0,57.0
1674,Unprovoked,south africa,M,white_shark,N,05-Apr-2004,M,Unprovoked,2004.0,16.0,16.0
1675,Invalid,usa,F,unspecified,,04-Apr-2004,F,Invalid,2004.0,22.0,22.0
1676,Unprovoked,usa,M,unspecified,N,31-Mar-2004,M,Unprovoked,2004.0,26.0,26.0
1677,Unprovoked,usa,M,unspecified,N,31-Mar-2004,M,Unprovoked,2004.0,20.0,20.0
1678,Unprovoked,brazil,M,unspecified,N,29-Mar-2004,M,Unprovoked,2004.0,22.0,22.0
1679,Unprovoked,usa,M,unspecified,N,28-Mar-2004,M,Unprovoked,2004.0,28.0,27.32915451895044
1680,Unprovoked,reunion,M,unspecified,N,27-Mar-2004,M,Unprovoked,2004.0,20.0,20.0
1681,Unprovoked,usa,M,unspecified,N,27-Mar-2004,M,Unprovoked,2004.0,61.0,61.0
1682,Unprovoked,usa,F,unspecified,N,14-Mar-2004,F,Unprovoked,2004.0,28.0,27.32915451895044
1683,Unprovoked,new zealand,M,unspecified,N,22-Mar-2004,M,Unprovoked,2004.0,28.0,27.32915451895044
1684,Unprovoked,usa,M,tiger_shark,N,16-Mar-2004,M,Unprovoked,2004.0,51.0,51.0
1685,Unprovoked,australia,M,unspecified,N,06-Mar-2004,M,Unprovoked,2004.0,47.0,47.0
1686,Unprovoked,brazil,M,unspecified,Y,29-Feb-2004,M,Unprovoked,2004.0,29.0,29.0
1687,Unprovoked,new zealand,M,unspecified,N,26-Feb-2004,M,Unprovoked,2004.0,15.0,15.0
1688,Unprovoked,australia,M,unspecified,N,21-Feb-2004,M,Unprovoked,2004.0,28.0,27.32915451895044
1689,Invalid,australia,M,unspecified,,16-Feb-2004,M,Invalid,2004.0,31.0,31.0
1690,Unprovoked,egypt,M,unspecified,Y,14-Feb-2004,M,Unprovoked,2004.0,28.0,27.32915451895044
1691,Unprovoked,australia,M,unspecified,N,11-Feb-2004,M,Unprovoked,2004.0,22.0,22.0
1692,Unprovoked,australia,M,white_shark,N,25-Jan-2004,M,Unprovoked,2004.0,46.0,46.0
1693,Unprovoked,uruguay,M,tiger_shark,N,23-Jan-2004,M,Unprovoked,2004.0,21.0,21.0
1694,Invalid,new zealand,M,unspecified,,22-Jan-2004,M,Invalid,2004.0,28.0,27.32915451895044
1695,Unprovoked,venezuela,M,unspecified,N,21-Jan-2004,M,Unprovoked,2004.0,28.0,27.32915451895044
1696,Unprovoked,venezuela,M,unspecified,N,21-Jan-2004,M,Unprovoked,2004.0,40.0,40.0
1697,Boating,south africa,M,unspecified,N,Reported 15-Jan-2004 ,M,Boating,2004.0,28.0,27.32915451895044
1698,Unprovoked,australia,M,unspecified,N,12-Jan-2004,M,Unprovoked,2004.0,28.0,27.32915451895044
1699,Unprovoked,south africa,M,unspecified,N,07-Jan-2004,M,Unprovoked,2004.0,22.0,22.0
1700,Invalid,new zealand,M,unspecified,,03-Jan-2004,M,Invalid,2004.0,28.0,27.32915451895044
1701,Sea Disaster,egypt,,unspecified,Y,03-Jan-2004,M,Sea Disaster,2004.0,28.0,27.32915451895044
1702,Unprovoked,australia,M,unspecified,N,2004,M,Unprovoked,2004.0,28.0,27.32915451895044
1703,Boating,south africa,,unspecified,N,31-Dec-2003,M,Boating,2003.0,27.8,27.32915451895044
1704,Invalid,usa,M,unspecified,,26-Dec-2003,M,Invalid,2003.0,28.0,28.0
1705,Unprovoked,usa,M,unspecified,N,13-Dec-2003,M,Unprovoked,2003.0,13.0,13.0
1706,Unprovoked,new zealand,M,unspecified,Y,13-Dec-2003,M,Unprovoked,2003.0,45.0,45.0
