,type,country,sex_,species_,fatal_(y/n),date,new_sex,new_type,year,age,new_age
3564,Unprovoked,usa,M,unspecified,N,04-Jun-1966,M,Unprovoked,1966.0,18.0,18.0
3565,Provoked,french polynesia,M,unspecified,N,02-Jun-1966,M,Provoked,1966.0,27.2,27.32915451895044
3566,Sea Disaster,australia,M,unspecified,Y,20-May-1966,M,Sea Disaster,1966.0,40.0,40.0
3567,Unprovoked,australia,M,unspecified,N,20-May-1966,M,Unprovoked,1966.0,27.2,27.32915451895044
3568,Sea Disaster,australia,M,white_shark,Y,20-May-1966,M,Sea Disaster,1966.0,38.0,38.0
3569,Invalid,usa,M,unspecified,,16-May-1966,M,Invalid,1966.0,24.0,24.0
3570,Sea Disaster,philippines,M,unspecified,Y,16-May-1966,M,Sea Disaster,1966.0,27.2,27.32915451895044
3571,Unprovoked,usa,M,unspecified,N,08-Apr-1966,M,Unprovoked,1966.0,25.0,25.0
3572,Sea Disaster,australia,M,unspecified,N,Apr-1966,M,Sea Disaster,1966.0,27.2,27.32915451895044
3573,Provoked,australia,,white_shark,N,20-Mar-1966,M,Provoked,1966.0,27.2,27.32915451895044
3574,Sea Disaster,sudan,M,unspecified,Y,14-Mar-1966,M,Sea Disaster,1966.0,27.2,27.32915451895044
3575,Unprovoked,australia,M,white_shark,N,27-Feb-1966,M,Unprovoked,1966.0,13.0,13.0
3576,Provoked,south africa,M,unspecified,N,29-Jan-1966,M,Provoked,1966.0,33.0,33.0
3577,Sea Disaster,indonesia,,unspecified,Y,25-Jan-1966,M,Sea Disaster,1966.0,27.2,27.32915451895044
3578,Unprovoked,usa,M,white_shark,N,22-Jan-1966,M,Unprovoked,1966.0,29.0,29.0
3579,Unprovoked,australia,M,unspecified,N,15-Jan-1966,M,Unprovoked,1966.0,30.0,30.0
3580,Sea Disaster,columbia,,unspecified,Y,14-Jan-1966,M,Sea Disaster,1966.0,27.2,27.32915451895044
3581,Unprovoked,south africa,M,unspecified,N,11-Jan-1966,M,Unprovoked,1966.0,16.0,16.0
3582,Unprovoked,australia,M,unspecified,N,10-Jan-1966,M,Unprovoked,1966.0,43.0,43.0
3583,Unprovoked,south africa,M,unspecified,N,09-Jan-1966,M,Unprovoked,1966.0,15.0,15.0
3584,Unprovoked,new zealand,F,unspecified,Y,08-Jan-1966,F,Unprovoked,1966.0,15.0,15.0
3585,Unprovoked,usa,M,unspecified,N,05-Jan-1966,M,Unprovoked,1966.0,35.0,35.0
3586,Invalid,usa,F,unspecified,,Summer of 1996,F,Invalid,1966.0,15.0,15.0
3587,Unprovoked,australia,M,unspecified,N,28-Dec-1965,M,Unprovoked,1965.0,40.0,40.0
3588,Unprovoked,johnston island,M,grey_shark,N,19-Dec-1965,M,Unprovoked,1965.0,27.8,27.32915451895044
3589,Boat,australia,,unspecified,N,10-Dec-1965,M,Boat,1965.0,27.8,27.32915451895044
3590,Provoked,australia,M,unspecified,Y,21-Nov-1965,M,Provoked,1965.0,43.0,43.0
3591,Unprovoked,pacific ocean ,M,unspecified,N,21-Nov-1965,M,Unprovoked,1965.0,44.0,44.0
3592,Invalid,panama,,unspecified,,03-Nov-1965,M,Invalid,1965.0,27.8,27.32915451895044
3593,Unprovoked,australia,M,grey_shark,N,03-Nov-1965,M,Unprovoked,1965.0,24.0,24.0
3594,Unprovoked,,M,unspecified,N,21-Oct-1965,M,Unprovoked,1965.0,39.0,39.0
3595,Unprovoked,bahamas,M,unspecified,N,16-Oct-1965,M,Unprovoked,1965.0,32.0,32.0
3596,Unprovoked,bahamas,F,unspecified,Y,16-Oct-1965,F,Unprovoked,1965.0,27.8,27.32915451895044
3597,Unprovoked,new britain,M,unspecified,Y,10-Oct-1965,M,Unprovoked,1965.0,15.0,15.0
3598,Unprovoked,papua new guinea,M,unspecified,N,Oct-1965,M,Unprovoked,1965.0,27.0,27.0
3599,Provoked,papua new guinea,M,unspecified,N,21-Sep-1965,M,Provoked,1965.0,27.8,27.32915451895044
3600,Provoked,papua new guinea,M,unspecified,N,12-Sep-1965,M,Provoked,1965.0,27.8,27.32915451895044
3601,Unprovoked,mexico,M,unspecified,N,08-Sep-1965,M,Unprovoked,1965.0,23.0,23.0
3602,Invalid,philippines,M,unspecified,,30-Aug-1965,M,Invalid,1965.0,27.8,27.32915451895044
3603,Unprovoked,usa,M,unspecified,N,26-Aug-1965,M,Unprovoked,1965.0,15.0,15.0
3604,Provoked,bahamas,M,bull_shark,N,30-Jul-1964,M,Provoked,1965.0,27.8,27.32915451895044
3605,Unprovoked,mexico,M,unspecified,Y,26-Jul-1965,M,Unprovoked,1965.0,25.0,25.0
3606,Boat,bermuda,,unspecified,N,Reported 02-Jul-1965,M,Boat,1965.0,27.8,27.32915451895044
3607,Invalid,usa,M,unspecified,,19-Jun-1965,M,Invalid,1965.0,6.0,6.0
3608,Invalid,usa,M,unspecified,,18-Jun-1965,M,Invalid,1965.0,27.8,27.32915451895044
3609,Unprovoked,mexico,M,unspecified,N,09-Jun-1965,M,Unprovoked,1965.0,38.0,38.0
3610,Unprovoked,papua new guinea,M,unspecified,N,Jun-1965,M,Unprovoked,1965.0,27.8,27.32915451895044
3611,Unprovoked,south pacific ocean,M,unspecified,Y,Jun-1965,M,Unprovoked,1965.0,27.8,27.32915451895044
3612,Unprovoked,mexico,M,unspecified,Y,29-May-1965,M,Unprovoked,1965.0,27.8,27.32915451895044
3613,Unprovoked,mexico,M,unspecified,Y,28-May-1965,M,Unprovoked,1965.0,27.8,27.32915451895044
3614,Unprovoked,egypt,M,unspecified,N,May-Jun-1965,M,Unprovoked,1965.0,27.8,27.32915451895044
3615,Unprovoked,jamaica,M,unspecified,N,May 1965,M,Unprovoked,1965.0,27.8,27.32915451895044
3616,Unprovoked,mexico,M,unspecified,N,May 1965,M,Unprovoked,1965.0,35.0,35.0
3617,Unprovoked,usa,M,unspecified,N,29-Apr-1965,M,Unprovoked,1965.0,49.0,49.0
3618,Invalid,usa,M,unspecified,,25-Apr-1965,M,Invalid,1965.0,19.0,19.0
3619,Unprovoked,usa,M,white_shark,N,10-Apr-1965,M,Unprovoked,1965.0,28.0,28.0
3620,Unprovoked,palau,M,tiger_shark,N,04-Apr-1965,M,Unprovoked,1965.0,8.0,8.0
3621,Unprovoked,usa,M,unspecified,N,04-Apr-1965,M,Unprovoked,1965.0,17.0,17.0
3622,Invalid,usa,M,unspecified,,23-Mar-1965,M,Invalid,1965.0,27.8,27.32915451895044
3623,Unprovoked,usa,M,unspecified,N,14-Mar-1965,M,Unprovoked,1965.0,16.0,16.0
3624,Unprovoked,south africa,M,unspecified,N,14-Feb-1965,M,Unprovoked,1965.0,25.0,25.0
3625,Unprovoked,usa,M,unspecified,N,04-Feb-1965,M,Unprovoked,1965.0,18.0,18.0
3626,Invalid,usa,M,unspecified,,25-Jan-1965,M,Invalid,1965.0,21.0,21.0
3627,Unprovoked,south africa,M,white_shark,N,23-Jan-1965,M,Unprovoked,1965.0,22.0,22.0
3628,Unprovoked,south africa,M,unspecified,N,16-Jan-1965,M,Unprovoked,1965.0,20.0,20.0
3629,Unprovoked,australia,M,unspecified,N,10-Jan-1965,M,Unprovoked,1965.0,27.8,27.32915451895044
3630,Unprovoked,new guinea,M,unspecified,Y,09-Jan-1965,M,Unprovoked,1965.0,30.0,30.0
3631,Unprovoked,usa,M,unspecified,N,Summer 1965,M,Unprovoked,1965.0,13.0,13.0
3632,Provoked,usa,M,unspecified,N,1965,M,Provoked,1965.0,27.8,27.32915451895044
3633,Provoked,usa,M,unspecified,N,Early 1965,M,Provoked,1965.0,27.8,27.32915451895044
3634,Unprovoked,red sea,M,white_shark,N,May-Jun-1965,M,Unprovoked,1965.0,27.8,27.32915451895044
3635,Unprovoked,egypt,M,unspecified,N,May-Jun-1965,M,Unprovoked,1965.0,25.0,25.0
3636,Unprovoked,vanuatu,M,unspecified,Y,1965,M,Unprovoked,1965.0,27.8,27.32915451895044
3637,Invalid,south africa,,unspecified,,Ca. 1965,M,Invalid,1965.0,27.8,27.32915451895044
3638,Unprovoked,south africa,M,unspecified,N,25-Dec-1964,M,Unprovoked,1964.0,19.0,19.0
3639,Unprovoked,papua new guinea,M,unspecified,N,10-Dec-1964,M,Unprovoked,1964.0,27.6,27.32915451895044
3640,Boat,australia,,unspecified,N,10-Dec-1964,M,Boat,1964.0,27.6,27.32915451895044
3641,Unprovoked,papua new guinea,M,unspecified,N,09-Dec-1964,M,Unprovoked,1964.0,28.0,28.0
3642,Unprovoked,kenya,M,unspecified,Y,06-Dec-1964,M,Unprovoked,1964.0,10.0,10.0
3643,Unprovoked,australia,M,white_shark,N,29-Nov-1964,M,Unprovoked,1964.0,25.0,25.0
3644,Unprovoked,australia,M,unspecified,Y,18-Nov-1964,M,Unprovoked,1964.0,29.0,29.0
3645,Provoked,australia,M,white_shark,N,13-Nov-1964,M,Provoked,1964.0,25.0,25.0
3646,Boat,usa,,unspecified,N,05-Nov-1964,M,Boat,1964.0,27.6,27.32915451895044
3647,Provoked,south africa,M,unspecified,N,31-Oct-1964,M,Provoked,1964.0,27.6,27.32915451895044
3648,Invalid,usa,,unspecified,,25-Oct-1964,M,Invalid,1964.0,27.6,27.32915451895044
3649,Unprovoked,australia,M,grey_shark,N,04-Oct-1964,M,Unprovoked,1964.0,19.0,19.0
3650,Invalid,,M,unspecified,,27-Sep-1964,M,Invalid,1964.0,24.0,24.0
3651,Unprovoked,taiwan,M,unspecified,Y,20-Sep-1964,M,Unprovoked,1964.0,32.0,32.0
3652,Unprovoked,taiwan,M,unspecified,N,07-Sep-1964,M,Unprovoked,1964.0,20.0,20.0
3653,Unprovoked,usa,M,unspecified,N,26-Aug-1964,M,Unprovoked,1964.0,14.0,14.0
3654,Unprovoked,mexico,M,unspecified,N,23-Aug-1964,M,Unprovoked,1964.0,19.0,19.0
3655,Invalid,usa,M,unspecified,,22-Aug-1964,M,Invalid,1964.0,18.0,18.0
3656,Unprovoked,usa,M,unspecified,N,21-Aug-1964,M,Unprovoked,1964.0,27.6,27.32915451895044
3657,Unprovoked,usa,M,unspecified,N,08-Aug-1964,M,Unprovoked,1964.0,28.0,28.0
3658,Unprovoked,japan,M,unspecified,N,03-Aug-1964,M,Unprovoked,1964.0,12.0,12.0
3659,Unprovoked,panama,M,unspecified,N,Aug-1964,M,Unprovoked,1964.0,21.0,21.0
3660,Provoked,usa,M,unspecified,N,27-Jul-1964,M,Provoked,1964.0,22.0,22.0
3661,Unprovoked,south africa,M,unspecified,N,16-Jul-1964,M,Unprovoked,1964.0,30.0,30.0
3662,Invalid,usa,,unspecified,,15-Jul-1964,M,Invalid,1964.0,27.6,27.32915451895044
3663,Invalid,south africa,M,unspecified,Y,10-Jul-1964,M,Invalid,1964.0,52.0,52.0
3664,Provoked,usa,M,white_shark,N,08-Jul-1964,M,Provoked,1964.0,27.6,27.32915451895044
3665,Unprovoked,papua new guinea,M,unspecified,Y,Jul-1964,M,Unprovoked,1964.0,27.6,27.32915451895044
3666,Boat,papua new guinea,,unspecified,N,Jul-1964,M,Boat,1964.0,27.6,27.32915451895044
3667,Sea Disaster,bermuda,,unspecified,Y,29-Jun-1964,M,Sea Disaster,1964.0,27.6,27.32915451895044
3668,Invalid,usa,F,unspecified,,28-Jun-1964,F,Invalid,1964.0,29.0,29.0
3669,Boat,usa,,unspecified,N,24-Jun-1964,M,Boat,1964.0,27.6,27.32915451895044
3670,Boat,papua new guinea,M,unspecified,N,17-Jun-1964,M,Boat,1964.0,27.6,27.32915451895044
3671,Unprovoked,fiji,M,unspecified,N,23-Jun-1964,M,Unprovoked,1964.0,23.0,23.0
3672,Invalid,south africa,M,unspecified,,02-Jun-1964,M,Invalid,1964.0,40.0,40.0
3673,Unprovoked,panama,M,bull_shark,N,30-May-1964,M,Unprovoked,1964.0,47.0,47.0
3674,Unprovoked,fiji,M,tiger_shark,Y,08-May-1964,M,Unprovoked,1964.0,35.0,35.0
3675,Unprovoked,panama,M,unspecified,Y,May 1964,M,Unprovoked,1964.0,13.0,13.0
3676,Unprovoked,papua new guinea,M,unspecified,Y,07-Apr-1964,M,Unprovoked,1964.0,27.6,27.32915451895044
3677,Unprovoked,australia,M,unspecified,N,28-Mar-1964,M,Unprovoked,1964.0,19.0,19.0
3678,Sea Disaster,papua new guinea,M,unspecified,Y,28-Mar-1964,M,Sea Disaster,1964.0,32.0,32.0
3679,Unprovoked,usa,M,unspecified,N,05-Mar-1964,M,Unprovoked,1964.0,38.0,38.0
3680,Unprovoked,senegal,M,unspecified,N,Mar-1964,M,Unprovoked,1964.0,27.6,27.32915451895044
3681,Provoked,fiji,,tiger_shark,N,Reported 17-Feb-1964,M,Provoked,1964.0,27.6,27.32915451895044
3682,Unprovoked,new caledonia,M,unspecified,Y,14-Feb-1964,M,Unprovoked,1964.0,15.0,15.0
3683,Unprovoked,fiji,M,unspecified,Y,14-Feb-1964,M,Unprovoked,1964.0,17.0,17.0
3684,Unprovoked,new zealand,M,unspecified,N,11-Feb-1964,M,Unprovoked,1964.0,27.6,27.32915451895044
3685,Unprovoked,new zealand,M,white_shark,N,10-Feb-1964,M,Unprovoked,1964.0,26.0,26.0
3686,Unprovoked,south africa,M,white_shark,N,08-Feb-1954,M,Unprovoked,1964.0,25.0,25.0
3687,Unprovoked,new zealand,M,unspecified,N,05-Feb-1964,M,Unprovoked,1964.0,27.6,27.32915451895044
3688,Unprovoked,new zealand,M,white_shark,Y,05-Feb-1964,M,Unprovoked,1964.0,19.0,19.0
3689,Invalid,australia,M,unspecified,,02-Feb-1964,M,Invalid,1964.0,23.0,23.0
3690,Boat,new zealand,,unspecified,N,01-Feb-1964,M,Boat,1964.0,27.6,27.32915451895044
3691,Unprovoked,usa,M,unspecified,N,Feb-1964,M,Unprovoked,1964.0,12.0,12.0
3692,Unprovoked,costa rica,M,unspecified,Y,Feb-1964,M,Unprovoked,1964.0,27.6,27.32915451895044
3693,Unprovoked,fiji,,unspecified,Y,27-Jan-1964,M,Unprovoked,1964.0,27.6,27.32915451895044
3694,Unprovoked,south africa,M,unspecified,N,23-Jan-1964,M,Unprovoked,1964.0,39.0,39.0
3695,Unprovoked,south africa,M,unspecified,N,22-Jan-1964,M,Unprovoked,1964.0,17.0,17.0
3696,Boat,south africa,,white_shark,N,21-Jan-1964,M,Boat,1964.0,27.6,27.32915451895044
3697,Unprovoked,australia,M,unspecified,N,18-Jan-1964,M,Unprovoked,1964.0,27.6,27.32915451895044
3698,Unprovoked,usa,M,white_shark,N,11-Jan-1964,M,Unprovoked,1964.0,21.0,21.0
3699,Unprovoked,papua new guinea,M,tiger_shark,Y,Reported 06-Jan-1964,M,Unprovoked,1964.0,27.6,27.32915451895044
3700,Unprovoked,fiji,F,unspecified,N,04-Jan-1964,F,Unprovoked,1964.0,20.0,20.0
3701,Unprovoked,australia,,unspecified,UNKNOWN,01-Jan-1964,M,Unprovoked,1964.0,27.6,27.32915451895044
3702,Unprovoked,south africa,M,unspecified,N,01-Jan-1964,M,Unprovoked,1964.0,27.6,27.32915451895044
3703,Invalid,new zealand,M,unspecified,,Jan-1964,M,Invalid,1964.0,27.6,27.32915451895044
3704,Unprovoked,south africa,F,unspecified,N,29-Dec-1963,F,Unprovoked,1963.0,20.0,20.0
3705,Unprovoked,south africa,M,unspecified,N,26-Dec-1963,M,Unprovoked,1963.0,24.0,24.0
3706,Unprovoked,australia,M,unspecified,N,26-Dec-1963,M,Unprovoked,1963.0,27.8,27.32915451895044
3707,Unprovoked,south africa,M,unspecified,Y,25-Dec-1963,M,Unprovoked,1963.0,18.0,18.0
3708,Invalid,atlantic ocean,F,unspecified,,22-Dec-1963,F,Invalid,1963.0,27.8,27.32915451895044
3709,Provoked,south africa,M,unspecified,N,22-Dec-1963,M,Provoked,1963.0,13.0,13.0
3710,Provoked,australia,M,unspecified,N,21-Dec-1963,M,Provoked,1963.0,27.8,27.32915451895044
3711,Unprovoked,south africa,M,white_shark,N,20-Dec-1963,M,Unprovoked,1963.0,27.8,27.32915451895044
3712,Unprovoked,south africa,M,unspecified,Y,20-Dec-1963,M,Unprovoked,1963.0,15.0,15.0
3713,Unprovoked,australia,M,white_shark,N,08-Dec-1963,M,Unprovoked,1963.0,23.0,23.0
3714,Unprovoked,new britain,M,tiger_shark,Y,04-Dec-1963,M,Unprovoked,1963.0,22.0,22.0
3715,Unprovoked,new zealand,M,unspecified,N,30-Nov-1963 ,M,Unprovoked,1963.0,20.0,20.0
3716,Provoked,papua new guinea,F,tiger_shark,N,30-Nov-1963,F,Provoked,1963.0,18.0,18.0
3717,Unprovoked,fiji,F,tiger_shark,N,28-Nov-1963,F,Unprovoked,1963.0,21.0,21.0
3718,Unprovoked,fiji,M,unspecified,N,25-Nov-1963,M,Unprovoked,1963.0,25.0,25.0
3719,Unprovoked,italy,M,unspecified,N,Reported 16-Nov-1963,M,Unprovoked,1963.0,28.0,28.0
3720,Provoked,australia,M,white_shark,N,14-Nov-1963,M,Provoked,1963.0,27.8,27.32915451895044
3721,Provoked,usa,M,unspecified,N,12-Nov-1963,M,Provoked,1963.0,27.8,27.32915451895044
3722,Unprovoked,papua new guinea,M,unspecified,N,Reported 05-Nov-1963,M,Unprovoked,1963.0,27.8,27.32915451895044
3723,Unprovoked,palau,M,unspecified,N,04-Nov-1963,M,Unprovoked,1963.0,35.0,35.0
3724,Unprovoked,usa,M,unspecified,N,16-Oct-1963,M,Unprovoked,1963.0,28.0,28.0
3725,Provoked,north pacific ocean,M,unspecified,N,15-Oct-1963,M,Provoked,1963.0,20.0,20.0
3726,Unprovoked,chile,M,white_shark,Y,29-Sep-1963,M,Unprovoked,1963.0,27.8,27.32915451895044
3727,Invalid,usa,,unspecified,,26-Sep-1963,M,Invalid,1963.0,25.0,25.0
3728,Unprovoked,solomon islands,M,unspecified,Y,22-Sep-1963,M,Unprovoked,1963.0,30.0,30.0
3729,Provoked,australia,M,unspecified,N,13-Sep-1963,M,Provoked,1963.0,18.0,18.0
3730,Provoked,usa,M,unspecified,N,10-Sep-1963,M,Provoked,1963.0,16.0,16.0
3731,Unprovoked,dominican republic,M,unspecified,Y,Aug-1963,M,Unprovoked,1963.0,23.0,23.0
3732,Unprovoked,federated states of micronesia,M,tiger_shark,N,28-Jul-1963,M,Unprovoked,1963.0,26.0,26.0
3733,Unprovoked,usa,M,unspecified,N,15-Jul-1963,M,Unprovoked,1963.0,14.0,14.0
3734,Provoked,usa,M,unspecified,N,11-Jul-1963,M,Provoked,1963.0,24.0,24.0
3735,Sea Disaster,jamaica,,unspecified,Y,Reported 10-Jul-1963,M,Sea Disaster,1963.0,27.8,27.32915451895044
3736,Unprovoked,panama,M,unspecified,Y,Jul-1963,M,Unprovoked,1963.0,27.8,27.32915451895044
3737,Unprovoked,greece,F,white_shark,Y,01-Jun-1963,F,Unprovoked,1963.0,42.0,42.0
3738,Provoked,papua new guinea,M,unspecified,N,01-Jun-1963,M,Provoked,1963.0,30.0,30.0
3739,Invalid,usa,M,unspecified,,18-May-1963,M,Invalid,1963.0,27.8,27.32915451895044
3740,Sea Disaster,philippines,,unspecified,Y,14-May-1963,M,Sea Disaster,1963.0,27.8,27.32915451895044
3741,Provoked,australia,M,grey_shark,N,22-Apr-1963,M,Provoked,1963.0,27.8,27.32915451895044
3742,Unprovoked,usa,M,unspecified,Y,20-Apr-1963,M,Unprovoked,1963.0,25.0,25.0
3743,Unprovoked,south africa,M,unspecified,N,17-Apr-1963,M,Unprovoked,1963.0,15.0,15.0
3744,Unprovoked,australia,M,unspecified,N,13-Apr-1963,M,Unprovoked,1963.0,25.0,25.0
3745,Unprovoked,usa,M,unspecified,N,12-Apr-1963,M,Unprovoked,1963.0,15.0,15.0
3746,Invalid,usa,M,unspecified,,08-Apr-1963,M,Invalid,1963.0,27.8,27.32915451895044
3747,Sea Disaster,solomon islands,M,unspecified,Y,30-Mar-1963,M,Sea Disaster,1963.0,27.8,27.32915451895044
3748,Unprovoked,papua new guinea,M,unspecified,N,27-Feb-1963,M,Unprovoked,1963.0,27.8,27.32915451895044
3749,Unprovoked,australia,M,unspecified,N,24-Feb-1963,M,Unprovoked,1963.0,18.0,18.0
3750,Unprovoked,fiji,M,white_shark,N,08-Feb-1963,M,Unprovoked,1963.0,28.0,28.0
3751,Unprovoked,mauritius,M,unspecified,N,06-Feb-1963,M,Unprovoked,1963.0,24.0,24.0
3752,Invalid,usa,M,unspecified,,04-Feb-1963,M,Invalid,1963.0,27.8,27.32915451895044
3753,Unprovoked,fiji,M,unspecified,N,30-Jan-1963,M,Unprovoked,1963.0,41.0,41.0
3754,Unprovoked,australia,F,unspecified,Y,28-Jan-1963,F,Unprovoked,1963.0,32.0,32.0
3755,Invalid,australia,M,unspecified,,26-Jan-1963,M,Invalid,1963.0,25.0,25.0
3756,Boat,south africa,,unspecified,N,22-Jan-1963,M,Boat,1963.0,27.8,27.32915451895044
3757,Provoked,new zealand,,grey_shark,N,14-Jan-1963,M,Provoked,1963.0,14.0,14.0
3758,Provoked,south africa,M,unspecified,N,12-Jan-1963,M,Provoked,1963.0,27.8,27.32915451895044
3759,Unprovoked,south africa,M,unspecified,N,11-Jan-1963,M,Unprovoked,1963.0,27.0,27.0
3760,Unprovoked,south africa,M,unspecified,N,06-Jan-1963,M,Unprovoked,1963.0,24.0,24.0
3761,Provoked,australia,,white_shark,N,04-Jan-1963,M,Provoked,1963.0,27.8,27.32915451895044
3762,Boat,mozambique,,unspecified,N,Jan-1963,M,Boat,1963.0,27.8,27.32915451895044
3763,Unprovoked,fiji,,unspecified,UNKNOWN,Early 1963,M,Unprovoked,1963.0,27.8,27.32915451895044
3764,Unprovoked,seychelles,M,unspecified,Y,1963,M,Unprovoked,1963.0,27.8,27.32915451895044
3765,Provoked,south africa,M,unspecified,N,30-Dec-1962,M,Provoked,1962.0,27.4,27.32915451895044
3766,Unprovoked,australia,M,white_shark,Y,09-Dec-1962,M,Unprovoked,1962.0,16.0,16.0
3767,Boat,south africa,,unspecified,N,Dec-1962,M,Boat,1962.0,27.4,27.32915451895044
3768,Unprovoked,australia,M,unspecified,N,29-Nov-1962,M,Unprovoked,1962.0,26.0,26.0
3769,Invalid,australia,M,unspecified,,25-Nov-1962,M,Invalid,1962.0,27.4,27.32915451895044
3770,Unprovoked,usa,M,white_shark,N,11-Nov-1962,M,Unprovoked,1962.0,24.0,24.0
3771,Boat,australia,,unspecified,N,10-Nov-1962,M,Boat,1962.0,27.4,27.32915451895044
3772,Sea Disaster,mid atlantic ocean,M,unspecified,N,Nov-1962,M,Sea Disaster,1962.0,27.4,27.32915451895044
3773,Unprovoked,south africa,M,unspecified,N,28-Oct-1962,M,Unprovoked,1962.0,30.0,30.0
3774,Unprovoked,mexico,M,unspecified,Y,25-Oct-1962,M,Unprovoked,1962.0,32.0,32.0
3775,Unprovoked,admiralty islands,M,unspecified,N,15-Oct-1962,M,Unprovoked,1962.0,26.0,26.0
3776,Boat,australia,M,grey_shark,N,14-Oct-1962,M,Boat,1962.0,27.4,27.32915451895044
3777,Invalid,usa,F,unspecified,,06-Oct-1962,F,Invalid,1962.0,43.0,43.0
3778,Unprovoked,panama,M,unspecified,Y,Oct-1962,M,Unprovoked,1962.0,1.0,1.0
3779,Unprovoked,british west indies,M,unspecified,N,30-Sep-1962,M,Unprovoked,1962.0,24.0,24.0
3780,Unprovoked,mexico,M,unspecified,N,22-Sep-1962,M,Unprovoked,1962.0,20.0,20.0
3781,Unprovoked,south atlantic ocean,M,unspecified,Y,13-Sep-1962,M,Unprovoked,1962.0,29.0,29.0
3782,Unprovoked,italy,M,white_shark,Y,02-Sep-1962 ,M,Unprovoked,1962.0,28.0,28.0
3783,Provoked,israel,M,unspecified,UNKNOWN,Reported 31-Aug-1962,M,Provoked,1962.0,27.4,27.32915451895044
3784,Boat,turkey,M,unspecified,N,30-Aug-1962,M,Boat,1962.0,27.4,27.32915451895044
3785,Provoked,papua new guinea,M,unspecified,N,30-Aug-1962,M,Provoked,1962.0,49.0,49.0
3786,Provoked,usa,M,unspecified,N,29-Aug-1962,M,Provoked,1962.0,39.0,39.0
3787,Boat,usa,,unspecified,N,26-Aug-1962,M,Boat,1962.0,27.4,27.32915451895044
3788,Boat,south africa,,unspecified,N,23-Aug-1962,M,Boat,1962.0,27.4,27.32915451895044
3789,Unprovoked,usa,M,unspecified,Y,19-Aug-1962,M,Unprovoked,1962.0,40.0,40.0
3790,Unprovoked,usa,M,unspecified,N,12-Aug-1962,M,Unprovoked,1962.0,24.0,24.0
3791,Unprovoked,papua new guinea,M,unspecified,Y,01-Aug-1962,M,Unprovoked,1962.0,27.4,27.32915451895044
3792,Unprovoked,italy,M,white_shark,N,Late Aug-1962,M,Unprovoked,1962.0,27.4,27.32915451895044
3793,Unprovoked,senegal,M,unspecified,N,Aug-1962,M,Unprovoked,1962.0,23.0,23.0
3794,Unprovoked,usa,M,unspecified,N,28-Jul-1962,M,Unprovoked,1962.0,21.0,21.0
3795,Provoked,madagascar,M,unspecified,N,20-Jul-1962,M,Provoked,1962.0,20.0,20.0
3796,Provoked,usa,M,unspecified,N,19-Jul-1962,M,Provoked,1962.0,19.0,19.0
3797,Unprovoked,usa,M,unspecified,N,10-Jul-1962,M,Unprovoked,1962.0,41.0,41.0
3798,Unprovoked,usa,M,unspecified,N,07-Jul-1962,M,Unprovoked,1962.0,13.0,13.0
3799,Invalid,greece,,unspecified,,Reported 03-Jul-1962,M,Invalid,1962.0,27.4,27.32915451895044
3800,Invalid,usa,M,unspecified,,25-Jun-1962,M,Invalid,1962.0,27.4,27.32915451895044
3801,Boat,south africa,,unspecified,N,21-Jun-1962,M,Boat,1962.0,27.4,27.32915451895044
3802,Unprovoked,usa,M,unspecified,N,17-Jun-1962,M,Unprovoked,1962.0,11.0,11.0
3803,Unprovoked,usa,M,unspecified,N,11-Jun-1962,M,Unprovoked,1962.0,31.0,31.0
3804,Unprovoked,usa,M,unspecified,Y,11-Jun-1962,M,Unprovoked,1962.0,35.0,35.0
3805,Unprovoked,papua new guinea,M,unspecified,Y,10-Jun-1962,M,Unprovoked,1962.0,27.4,27.32915451895044
3806,Unprovoked,usa,M,unspecified,N,10-Jun-1962,M,Unprovoked,1962.0,13.0,13.0
3807,Boat,australia,,unspecified,N,07-Jun-1962,M,Boat,1962.0,27.4,27.32915451895044
3808,Provoked,usa,M,unspecified,N,04-Jun-1962,M,Provoked,1962.0,55.0,55.0
3809,Unprovoked,usa,M,unspecified,N,03-Jun-1962,M,Unprovoked,1962.0,31.0,31.0
3810,Unprovoked,usa,M,unspecified,N,29-May-1962,M,Unprovoked,1962.0,17.0,17.0
3811,Sea Disaster,usa,,unspecified,Y,12-May-1962,M,Sea Disaster,1962.0,27.4,27.32915451895044
3812,Boat,fiji,,unspecified,N,May 1962,M,Boat,1962.0,27.4,27.32915451895044
3813,Provoked,australia,,unspecified,N,20-Apr-1962,M,Provoked,1962.0,27.4,27.32915451895044
3814,Unprovoked,mozambique,M,unspecified,N,09-Apr-1962,M,Unprovoked,1962.0,16.0,16.0
3815,Unprovoked,south africa,M,unspecified,N,07-Apr-1962,M,Unprovoked,1962.0,13.0,13.0
3816,Provoked,south africa,,unspecified,N,05-Apr-1962,M,Provoked,1962.0,27.4,27.32915451895044
3817,Provoked,new zealand,M,unspecified,N,25-Mar-1962,M,Provoked,1962.0,27.4,27.32915451895044
3818,Boat,australia,,unspecified,N,25-Mar-1962,M,Boat,1962.0,27.4,27.32915451895044
3819,Unprovoked,papua new guinea,M,unspecified,Y,24-Mar-1962,M,Unprovoked,1962.0,10.0,10.0
3820,Unprovoked,papua new guinea,M,unspecified,N,23-Feb-1962,M,Unprovoked,1962.0,27.4,27.32915451895044
3821,Provoked,new zealand,M,unspecified,N,18-Feb-1962,M,Provoked,1962.0,15.0,15.0
