,year,type,country,sex_,age,species_,fatal_(y/n),date
2822,1986,Unprovoked,usa,M,22,Blacktip shark,N,12-Jan-1986
2823,1986,Unprovoked,usa,M,16,1.5 m [5'] shark,N,1986
2824,1985,Unprovoked,south africa,M,,,N,22-Dec-1985
2825,1985,Unprovoked,usa,M,,Sandtiger shark,N,10-Dec-1985
2826,1985,Provoked,australia,M,,1m shark,N,11-Nov-1985
2827,1985,Boat,usa,,,5.2 to 5.8 m white shark,N,05-Nov-1985
2828,1985,Provoked,usa,M,24,,N,03-Nov-1985
2829,1985,Unprovoked,south africa,M,22,2.5 m [8.25'] white shark,N,24-Oct-1985
2830,1985,Unprovoked,usa,M,46,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark,N,22-Oct-1985
2831,1985,Unprovoked,usa,M,33,"Thought to involve a Tiger shark,  3.7 m [12'] ",N,18-Oct-1985
2832,1985,Unprovoked,usa,M,24,1.8 m to 2.4 m [6' to 8'] shark,N,12-Oct-1985
2833,1985,Provoked,usa,M,,"6', 100-lb shark",N,  05-Oct-1985
2834,1985,Unprovoked,usa,M,,4 m to 5 m [13' to 16.5'] white shark,N,28-Sep-1985
2835,1985,Invalid,south africa,M,21,Shark involvement prior to death was not confirmed,,08-Sep-1985
2836,1985,Unprovoked,usa,M,,1.8 m silky shark,N,08-Sep-1985
2837,1985,Invalid,usa,M,17,Invalid,,05-Sep-1985
2838,1985,Unprovoked,usa,M,87,,N,22-Aug-1985
2839,1985,Invalid,usa,M,11,Shark involvement not confirmed,,20-Aug-1985
2840,1985,Invalid,usa,M,67,Shark involvement prior to death not confirmed,,17-Aug-1985
2841,1985,Unprovoked,usa,F,13,Possibly a small hammerhead shark,N,25-Jul-1985
2842,1985,Unprovoked,usa,M,15,,N,25-Jul-1985
2843,1985,Boat,usa,,,5 m to 6 m [16.5' to 20'] white shark,N,21-Jul-1985
2844,1985,Unprovoked,usa,F,10,"Tiger shark, 2.4 m to 2.7 m [8' to 9'] ",N,19-Jul-1985
2845,1985,Unprovoked,italy,M,13,"3 m to 3.6 m  [10' to 11'9""] white shark",N,Mid Jul-1985 or mid Jul-1986
2846,1985,Unprovoked,usa,M,,Shark involvement not confirmed,N,26-May-1985
2847,1985,Provoked,south africa,M,39,30-kg [66-lb] shark,N,08-May-1985
2848,1985,Unprovoked,usa,M,25,,N,16-Mar-1985
2849,1985,Unprovoked,australia,F,33,6 m [20'] white shark,Y,03-Mar-1985
2850,1985,Unprovoked,usa,M,29,6 m [20'] white shark,N,18-Feb-1985
2851,1985,Unprovoked,usa,M,16,,N,03-Feb-1985
2852,1985,Unprovoked,south africa,M,15,Raggedtooth shark,N,27-Jan-1985
2853,1985,Invalid,south africa,M,,Shark involvement prior to death was not confirmed,,18-Jan-1985
2854,1985,Unprovoked,south africa,M,18,"3.5 m white shark, tooth fragments recovered",N,17-Jan-1985
2855,1985,Boat,new zealand,,,6 m shark,N,16-Jan-1985
2856,1985,Unprovoked,south africa,M,34,3.5 m [11.5'] white shark,N,04-Jan-1985
2857,1985,Unprovoked,new caledonia,,,Tiger shark,N,Jan-1985
2858,1985,Provoked,south africa,M,20,1.5 m [5'] dusky shark,N,Jan-1985
2859,1985,Unprovoked,vanuatu,M,,,Y,1985
2860,1985,Unprovoked,iran,M,,Bull shark,Y,1985
2861,1984,Boat,italy,,,White shark,N,03-Dec-1984
2862,1984,Unprovoked,australia,M,16,"Tiger shark, 4 m ",Y,30-Nov-1984
2863,1984,Unprovoked,usa,M,13,1.2 m [4'] shark,N,11-Nov-1984
2864,1984,Provoked,usa,M,29,"""a small shark""",N,04-Nov-1984
2865,1984,Invalid,usa,M,22,Shark involvement prior to death was not confirmed,,21-Oct-1984
2866,1984,Unprovoked,usa,F,23,1.5 m [5'] shark,N,21-Oct-1984
2867,1984,Invalid,usa,F,77,Shark involvement not confirmed; officials considered barracua,,17-Oct-1984
2868,1984,Unprovoked,usa,M,15,1.2 m [4'] blacktip shark,N,14-Oct-1984
2869,1984,Unprovoked,usa,M,25,3 m to 5 m [10' to 16.5'] white shark,N,30-Sep-1984
2870,1984,Unprovoked,usa,M,,3 m to 4 m [10' to 13']  white shark,N,30-Sep-1984
2871,1984,Unprovoked,usa,M,17,,N,23-Sep-1984
2872,1984,Unprovoked,usa,M,Elderly,,N,22-Sep-1984
2873,1984,Unprovoked,usa,M,16,Hammerhead shark?+O2356,N,22-Sep-1984
2874,1984,Unprovoked,usa,,,,UNKNOWN,19-Sep-1984
2875,1984,Unprovoked,usa,M,,small blue shark,N,17-Sep-1984
2876,1984,Unprovoked,usa,M,28,4.5 m to 5 m white shark,Y,15-Sep-1984
2877,1984,Provoked,mexico,M,,4.5 m to 5.5m white shark,N,11-Sep-1984
2878,1984,Invalid,usa,F,31,Invalid,,24-Aug-1984
2879,1984,Unprovoked,indonesia,M,,,Y,07-Aug-1984
2880,1984,Unprovoked,usa,F,13,,N,24-Jul-1984
2881,1984,Unprovoked,usa,F,18,1.2 m [4'] shark,N,24-Jul-1984
2882,1984,Invalid,south africa,M,21,Shark involvement prior to death was not confirmed,,22-Jul-1984
2883,1984,Unprovoked,usa,M,30,,N,01-Jul-1984
2884,1984,Unprovoked,south africa,M,,Raggedtooth shark ,N,Jul-1984
2885,1984,Unprovoked,south africa,M,27,2.4 m [8'] white shark,N,15-Jun-1984
2886,1984,Unprovoked,usa,F,13,1.2 m to 1.5 m [4' to 5'] hammerhead shark,N,03-Jun-1984
2887,1984,Unprovoked,vanuatu,M,20s,,Y,03-Jun-1984
2888,1984,Unprovoked,south africa,M,28,,N,31-May-1984
2889,1984,Invalid,somalia,M,,Shark involvement prior to death was not confirmed,,17-Mar-1984
2890,1984,Unprovoked,south africa,M,,,N,14-Mar-1984
2891,1984,Boat,south africa,M,,2.5 m [8.25'] shark,N,10-Mar-1984
2892,1984,Unprovoked,australia,,,,UNKNOWN,01-Mar-1984
2893,1984,Provoked,south africa,M,,"Raggedtooth shark, 56-kg [123-lb] ",N,18-Feb-1984
2894,1984,Provoked,south africa,M,33, 1.5 m [5'] dusky shark,N,17-Feb-1984
2895,1984,Invalid,south africa,,,Shark involvement prior to death was not confirmed,,12-Feb-1984
2896,1984,Unprovoked,australia,M,27,1.5 m white-tipped reef shark,N,11-Feb-1984
2897,1984,Unprovoked,south africa,M,14,"Raggedtooth shark, 1 m ",N,05-Jan-1984
2898,1984,Unprovoked,south africa,F,14,,Y,04-Jan-1984
2899,1984,Provoked,usa,M,,Sevengill shark,N,1984
2900,1984,Unprovoked,usa,M,,,N,1984
2901,1983,Invalid,greece,M,36,Invalid,,30-Dec-1983
2902,1983,Unprovoked,usa,M,17,,N,25-Dec-1983
2903,1983,Unprovoked,australia,M,48,12' white shark,N,24-Dec-1983
2904,1983,Unprovoked,south africa,M,16,,N,22-Dec-1983
2905,1983,Unprovoked,south africa,M,47,"Raggedtooth shark, >1 m ",N,21-Dec-1983
2906,1983,Invalid,south africa,M,,Invalid,,07-Dec-1983
2907,1983,Sea Disaster,philippines,M,,.5 m shark,N,21-Nov-1983
2908,1983,Unprovoked,usa,M,15,Tiger shark,N,Reported      10-Nov-1983
2909,1983,Invalid,south africa,F,,Shark involvement prior to death was not confirmed,,10-Nov-1983
2910,1983,Unprovoked,usa,M,16,1.5 m [5'] shark,N,17-Oct-1983
2911,1983,Unprovoked,usa,M,20,4.5' shark,N,13-Oct-1983
2912,1983,Unprovoked,usa,M,15,,N,04-Sep-1983
2913,1983,Unprovoked,usa,M,,White shark,N,20-Aug-1983
2914,1983,Unprovoked,south africa,M,29,5 m [16.5'] white shark,N,20-Aug-1983
2915,1983,Unprovoked,usa,F,14,Sand shark,N,15-Aug-1983
2916,1983,Provoked,usa,M,14,Nurse shark,N,13-Aug-1983
2917,1983,Unprovoked,usa,F,22,6' to 8' bull shark,N,13-Aug-1983
2918,1983,Boat,usa,,,,N,06-Aug-1983
2919,1983,Sea Disaster,australia,F,21,"Tiger shark, 5 m [16.5']",Y,26-Jul-1983
2920,1983,Sea Disaster,australia,M,24,"Tiger shark, 5 m [16.5']",Y,25-Jul-1983
2921,1983,Sea Disaster,australia,M,28,"Tiger shark, 5 m [16.5']",N,25-Jul-1983
2922,1983,Unprovoked,south africa,M,,3 m to 4 m [10' to 13'] shark,N,15-Jul-1983
2923,1983,Unprovoked,usa,F,39,3.5' hammerhead shark,N,12-Jul-1983
2924,1983,Unprovoked,bahamas,M,13,,N,08-Jul-1983
2925,1983,Unprovoked,usa,M,17,,N,05-Jul-1983
2926,1983,Unprovoked,usa,M,42,,N,29-Jun-1983
2927,1983,Unprovoked,bahamas,M,15,,Y,22-Jun-1983
2928,1983,Unprovoked,usa,M,21,,N,20-Jun-1983
2929,1983,Unprovoked,bahamas,M,30,6' blacktip shark,N,15-Jun-1983
2930,1983,Unprovoked,bahamas,M,,Caribbean reef shark,N,June 1983
2931,1983,Unprovoked,usa,M,21,6' shark,N,31-May-1983
2932,1983,Unprovoked,usa,M,15,,N,24-May 1983
2933,1983,Unprovoked,usa,M,22,,N,21-May-1983
2934,1983,Unprovoked,usa,M,,,UNKNOWN,19-Apr-1983
2935,1983,Unprovoked,south africa,M,27,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)",N,12-Apr-1983
2936,1983,Unprovoked,usa,M,16,,N,02-Apr-1983
2937,1983,Invalid,south africa,M,,Questionable incident,,02-Apr-1983
2938,1983,Unprovoked,south africa,M,17,1.8 m [6'] Zambezi shark,N,30-Mar-1983
2939,1983,Unprovoked,south africa,M,,Blacktip or spinner shark,N,22-Mar-1983
2940,1983,Unprovoked,usa,M,,,N,10-Mar-1983
2941,1983,Unprovoked,new caledonia,,,"""a small shark""",N,Mar-1983
2942,1983,Unprovoked,south africa,M,16,3 m [10'] shark,N,20-Feb-1983
2943,1983,Provoked,usa,M,43,,N,24-Jan-1983
2944,1983,Invalid,south africa,M,,Shark involvement prior to death was not confirmed,,15-Jan-1983
2945,1983,Unprovoked,south africa,M,22,,N,10-Jan-1983
2946,1983,Unprovoked,south africa,M,32,White shark,N,08-Jan-1983
2947,1983,Unprovoked,,M,,,N,Ca. 1983
2948,1983,Unprovoked,vanuatu,M,,,Y,1983
2949,1983,Provoked,usa,M,,Blue sharks,N,1983
2950,1982,Unprovoked,usa,M,,,N,Nov-1982
2951,1982,Unprovoked,usa,M,26,1.5 m [5'] shark,N,13-Oct-1982
2952,1982,Unprovoked,south africa,M,16,,N,30-Sep-1982
2953,1982,Unprovoked,south africa,M,16,"Believed to involve a 2.8 m [9'3""] white shark",N,30-Sep-1982
2954,1982,Unprovoked,usa,M,20,1.5 m [5'] shark,N,27-Sep-1982
2955,1982,Unprovoked,usa,M,36,White shark,N,25-Sep-1982
2956,1982,Unprovoked,usa,M,28,5 m to 6 m [16.5' to 20'] white shark,N,19-Sep-1982
2957,1982,Invalid,usa,M,mid-20s,Shark involvement prior to death was not confirmed,,04-Sep-1982
2958,1982,Unprovoked,japan,M,,,Y,29-Aug-1982
2959,1982,Invalid,usa,M,17,Questionable incident; reported as shark attack but thought to involve a pinniped instead ,,29-Aug-1982
2960,1982,Unprovoked,south africa,F,18,,N,29-Aug-1982
2961,1982,Unprovoked,tunisia,M,,"2.1 m [7'] shark, possibly a spinner shark",N,Late Aug-1982
2962,1982,Invalid,south africa,M,20,Invalid,,31-Jul-1982
2963,1982,Unprovoked,south africa,M,38,"2.4 m [8'] white shark, species identity confirmed by tooth fragment",N,24-Jul-1982
2964,1982,Unprovoked,usa,M,26,4.5 m to 5.5 m [14.7' to 18'] white shark,N,24-Jul-1982
2965,1982,Unprovoked,usa,M,17,0.9 m to 1.2 m [3' to 4'] shark,N,19-Jul-1982
2966,1982,Invalid,usa,M,43,"Reported as a shark attack, the story was a hoax",, 11-Jul-1982
2967,1982,Unprovoked,usa,F,19,,N,01-Jul-1982
2968,1982,Unprovoked,new caledonia,,,,N,Jul-1982
2969,1982,Unprovoked,south africa,M,27,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",Y,29-Jun-1982
2970,1982,Unprovoked,usa,M,20,5' shark,N,26-Jun-1982
2971,1982,Unprovoked,bahamas,M,19,"Lemon shark, 2 m [6'9""]",N,26-Jun-1982
2972,1982,Unprovoked,usa,F,8,,N,  25-Jun-1982
2973,1982,Unprovoked,usa,M,,"1.2 m to 1.5 m [4' to 5'] ""reef shark""",N,13-Jun-1982
2974,1982,Invalid,usa,F,Ca. 33,Shark involvement prior to death was not confirmed,,May 1982
2975,1982,Unprovoked,usa,M,16,,N,10-Mar-1982
2976,1982,Unprovoked,australia,M,20,,Y,07-Mar-1982
2977,1982,Unprovoked,new caledonia,M,,,N,Mar-1982
2978,1982,Unprovoked,australia,M,32,5.5 m [18''] white shark,Y,28-Feb-1982
2979,1982,Unprovoked,usa,M,18,4' to 5' shark,N,27-Feb-1982
2980,1982,Provoked,south africa,M,,,N,17-Feb-1982
2981,1982,Unprovoked,usa,F,,,N,14-Feb-1982
2983,1982,Unprovoked,usa,F,75,,Y,13-Feb-1982
2984,1982,Unprovoked,usa,M,,5 m [16.5'] white shark,N,07-Feb-1982
2985,1982,Unprovoked,usa,M,29,,Y,07-Feb-1982
2986,1982,Unprovoked,south africa,M,20,Raggedtooth shark,N,29-Jan-1982
2987,1982,Boat,italy,M,,6 m [20'] white shark,UNKNOWN,1982
2988,1982,Boat,italy,M,,White shark,N,1982
2989,1982,Unprovoked,tunisia,,,,UNKNOWN,1982
2990,1981,Unprovoked,usa,M,24,7 m [23'] white shark,Y,19-Dec-1981
2991,1981,Unprovoked,australia,,,,N,13-Dec-1981
2992,1981,Unprovoked,usa,M,,"Tiger shark, 3.7 m [12']",N,13-Dec-1981
2993,1981,Unprovoked,reunion,M,,,N,30-Nov-1981
2994,1981,Provoked,south africa,M,,"3.5 m [11.5'], 510-kg [1125-lb] hooked & shot white shark",N,19-Oct-1981
2995,1981,Unprovoked,usa,M,59,"2.1 m [7'] shark with ""a very flat head that had followed the boat for 3 days",N,09-Nov-1981
2996,1981,Unprovoked,usa,M,19,1.8 m to 2.4 m [6' to 8'] shark,N,19-Oct-1981
2997,1981,Unprovoked,usa,M,,,UNKNOWN,17-Oct-1981
2998,1981,Unprovoked,usa,M,17,,N,16-Oct-1981
2999,1981,Unprovoked,usa,M,24,6' shark,N,01-Oct-1981
3000,1981,Unprovoked,usa,M,28,,N,28-Sep-1981
3001,1981,Unprovoked,usa,M,,,N,27-Sep-1981
3002,1981,Unprovoked,usa,M,26,Said to involve a tiger shark or a hammerhead shark,Y,15-Sep-1981
3003,1981,Unprovoked,usa,M,25,,N,03-Sep-1981
3004,1981,Unprovoked,usa,M,24,,N,03-Sep-1981
3005,1981,Unprovoked,usa,M,15,6' shark,N,29-Aug-1981
3006,1981,Provoked,usa,M,19,"1.8 m [6'] shark, species identity questionable",N,24-Aug-1981
3007,1981,Invalid,usa,M,,Shark involvement prior to death remains unconfirmed,,24-Aug-1981
3008,1981,Unprovoked,usa,M,,small nurse shark,N,10-Aug-1981
3009,1981,Unprovoked,usa,F,19,,Y,10-Aug-1981
3010,1981,Unprovoked,bahamas,M,53,Mako shark (tooth fragments recovered),N,07-Aug-1981
3011,1981,Unprovoked,usa,F,16,"""sandshark""",N,20-Jul-1981
3012,1981,Unprovoked,south africa,M,32,Possibly a  1.8 m [6'] Zambezi shark,N,18-Jul-1981
3013,1981,Unprovoked,usa,M,,2.4 m [8'] shark,N,07-Jul-1981
3014,1981,Unprovoked,south africa,M,,"""gray shark""",N,01-Jul-1981
3015,1981,Boat,england,M,,"13', 400-lb thresher shark",N,Reported 15-Jun-1981
3016,1981,Invalid,usa,M,,Shark involvement prior to death was not confirmed,,12-Jun-1981
3017,1981,Unprovoked,usa,M,,,Y,24-May-1981
3018,1981,Unprovoked,south korea,F,27,6 m  white shark,Y,23-May-1981
3019,1981,Unprovoked,south africa,M,27,Raggedtooth shark,N,20-May-1981
3020,1981,Unprovoked,usa,M,32,,N,19-May-1981
3021,1981,Unprovoked,usa,M,,Lemon shark,N,16-May-1981
3022,1981,Unprovoked,south africa,M,19,"Raggedtooth shark, 2.5 m [8.25'] ",N,10-May-1981
3023,1981,Provoked,namibia,M,,,N,07-May-1981
3024,1981,Sea Disaster,bermuda,,,,N,08-Mar-1981
3025,1981,Unprovoked,south africa,M,24,"Tiger shark, 2.1 m [7']",N,05-May-1981
3026,1981,Unprovoked,usa,M,19,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark",N,25-Mar-1981
3027,1981,Unprovoked,usa,M,24,C. maculpinnis or C. limbatus,N,24-Mar-1981
3028,1981,Unprovoked,chile,M,,White shark,N,04-Mar-1981
3029,1981,Unprovoked,brazil,,,White shark,UNKNOWN,Mar-1981
3030,1981,Unprovoked,south africa,M,30,Juvenile dusky or blacktip shark,N,19-Feb-1981
3031,1981,Unprovoked,australia,M,,1 m hammerhead shark,N,16-Feb-1981
3032,1981,Unprovoked,australia,,,,UNKNOWN,07-Feb-1981
3033,1981,Unprovoked,usa,M,15,1.8 m to 2.4 m [6' to 8'] hammerhead shark,N,02-Feb-1981
3034,1981,Unprovoked,brazil,,,,N,Feb-1981
3035,1981,Unprovoked,usa,M,25,Tiger shark,N,30-Jan-1981
3036,1981,Invalid,south africa,M,23,Shark involvement prior to death was not confirmed,,01-Jan-1981
3037,1981,Unprovoked,australia,M,27,"Tiger shark, 2.5 m ",N,1981
3038,1981,Unprovoked,greece,M,,,N,Summer of 1981
3039,1980,Unprovoked,south africa,M,25,3.5 m [11.5'] shark,N,12-30-1980
3040,1980,Invalid,south africa,,,Shark involvement prior to death was not confirmed,,26-Dec-1980
3041,1980,Unprovoked,reunion,M,22,1.8 m [6'] white shark,N,24-Nov-1980
3042,1980,Unprovoked,australia,M,,,N,18-Nov-1980
3043,1980,Invalid,south africa,M,,Shark involvement prior to death was not confirmed,,17-Nov-1980
3044,1980,Unprovoked,brazil,M,16,,Y,11-Nov-1980
3045,1980,Unprovoked,usa,M,29,4 m to 5 m [13' to 16.5'] white shark,N,27-Oct-1980
3046,1980,Unprovoked,usa,M,19,4 m to 5 m [13' to 16.5'] white shark,N,17-Oct-1980
3047,1980,Unprovoked,mexico,M,22,,Y,Reported 22-Aug-1980
3048,1980,Unprovoked,usa,F,10,,N,10-Aug-1980
3049,1980,Unprovoked,usa,M,,"Tiger shark, 4.3 m [14'] ",N,04-Aug-1980
3050,1980,Unprovoked,spain,M,,Blue shark,N,26-Jul-1980
3051,1980,Unprovoked,usa,M,15,,N,27-Jul-1980
3052,1980,Unprovoked,usa,F,22,4' to 8' shark,N,23-Jul-1980
3053,1980,Unprovoked,usa,M,,,N,Late Jul-1980
3054,1980,Provoked,usa,F,44,Blue shark,N,26-Jun-1980
3055,1980,Unprovoked,south africa,M,22,1.8 m [6'] shark,N,15-May-1980
3056,1980,Provoked,jamaica,M,,,N,25-Apr-1980
3057,1980,Sea Disaster,philippines,,,,Y,22-Apr-1980
3058,1980,Unprovoked,mexico,F,13,Tiger shark,N,Apr-1980
3059,1980,Unprovoked,south africa,M,52,Tiger shark,Y,29-Mar-1980
3060,1980,Unprovoked,brazil,M,,2 m shark,N,28-Mar-1980
3061,1980,Sea Disaster,philippines,F,,,Y,15-Mar-1980
3062,1980,Provoked,south africa,M,61,1.5 m [5'] hammerhead shark,N,11-Mar-1980
3063,1980,Unprovoked,south africa,M,24,"2.8 m [9'3""] white shark",N,31-Jan-1980
3064,1980,Unprovoked,kenya,M,29,2.2 m shark,N,25-Jan-1980
3065,1980,Provoked,south africa,M,29,"2 m [6'9""] Zambesi shark",N,15-Jan-1980
3066,1980,Unprovoked,south africa,M,,Hammerhead shark,N,13-Jan-1980
3067,1980,Unprovoked,south africa,M,25,"Raggedtooth shark, 2 m [6'9""] ",N,10-Jan-1980
3068,1980,Unprovoked,chile,M,,White shark,Y,05-Jan-1980
3069,1980,Provoked,north atlantic ocean,M,34,1.8 m [6'] dogfish,N,Summer 1980
3070,1980,Invalid,greece,M,,Said to involve a white shark but shark involvement not confirmed,,1980s 
3071,1980,Invalid,south africa,M,20,Invalid,,1980
3072,1980,Unprovoked,tonga,M,20s,,N,1980s 
3073,1979,Unprovoked,south africa,M,18,,N,21-Dec-1979
3074,1979,Invalid,portugal,M,19,White shark?,Y,05-Dec-1979
3075,1979,Unprovoked,south china sea,M,32,6' shark,N, 01-Dec-1979
3076,1979,Unprovoked,usa,M,20,"White shark, 4 m [13'] ",N,27-Nov-1979
3077,1979,Provoked,south africa,,,"White shark, 5 m ",N,12-Nov-1979
3078,1979,Provoked,south africa,M,,"Raggedtooth shark, 50-kg [110-lb], 2 m [6.75'] gaffed ",N,22-Oct-1979
3079,1979,Unprovoked,australia,M,18,"""a small shark""",N,14-Sep-1979
3080,1979,Unprovoked,hong kong,M,21,,Y,28-Aug-1979
3081,1979,Unprovoked,hong kong,M,16,,Y,26-Aug-1979
3082,1979,Unprovoked,usa,M,49,,N,05-Aug-1979
3083,1979,Unprovoked,thailand,M,,,Y,03-Aug-1979
3084,1979,Sea Disaster,usa,M,56,,N,19-Jun-1979
3085,1979,Invalid,usa,M,36,Shark involvement prior to death was not confirmed,,27-May-1979
3086,1979,Provoked,south africa,M,25,"White shark, 2.5 m [8.25']  ",N,05 May 1979
3087,1979,Unprovoked,south africa,M,,,Y,03-May-1979
3088,1979,Unprovoked,new caledonia,,,,N,May 1979
3089,1979,Unprovoked,new caledonia,M,,2 m shark,Y,May 1979
3090,1979,Unprovoked,usa,M,24,,N,08-Apr-1979
3091,1979,Unprovoked,usa,M,8,,N,08-Apr-1979
3092,1979,Unprovoked,usa,M,27,Blacktip or spinner shark,N,24-Mar-1979
3093,1979,Unprovoked,usa,M,,"White shark, 4 m to 5 m [13' to 16.5'] ",N,11-Mar-1979
3094,1979,Boat,south africa,,,,N,01-Mar-1979
3095,1979,Unprovoked,new caledonia,M,,,Y,Mar-1979
3096,1979,Unprovoked,south africa,M,19,1.5 m to 2 m [5' to 6.75'] shark,N,21-Feb-1979
3097,1979,Unprovoked,usa,M,,,Y,1979
3098,1978,Unprovoked,australia,M, ,,N,29-Dec-1978
3099,1978,Unprovoked,south africa,M,23,"White shark, 2.3 m [7.5'], tooth fragment recovered",Y,12-Dec-1978
3100,1978,Unprovoked,usa,M,,2.4 m [8'] shark,N,26-Nov-1978
3101,1978,Unprovoked,usa,M,17,,N,23-Nov-1978
3102,1978,Invalid,south africa,M,,Shark involvement prior to death was not confirmed,,21-Oct-1978
3103,1978,Unprovoked,south africa,M,27,"White shark, 3.7 m [12'] ",N,27-Sep-1978
3104,1978,Unprovoked,italy,M,,"White shark, 5 m [16.5'] ",N,16-Sep-1978
3105,1978,Unprovoked,australia,M,34,15' shark,N,Reported 02-Sep-1978
3106,1978,Unprovoked,usa,M,,"2 m [6'9""] shark",N,05-Aug-1978
3107,1978,Unprovoked,usa,M,27,,N,Reported 01-Aug-1978
3108,1978,Sea Disaster,usa,M,39,,N,27-Jul-1978
3109,1978,Provoked,usa,M,27,,N,19-Jul-1978
3110,1978,Unprovoked,usa,M,20,,N,21-Jun-1978
3111,1978,Unprovoked,usa,M,17,,N,21-Jun-1978
3112,1978,Invalid,italy,,,Invalid,,07-Jun-1978
3113,1978,Unprovoked,marshall islands,M,25,,N,02-Apr-1978
3114,1978,Unprovoked,marshall islands,M,23,,N,02-Apr-1978
3115,1978,Unprovoked,australia,M,,"Sevengill shark, 2.4 m",N,Apr-1978`
3116,1978,Boat,south africa,,,,N,05-Mar-1978
3117,1978,Unprovoked,south africa,,,270 kg shark,N,28-Feb-1978
3118,1978,Unprovoked,south africa,M,,White shark,N,19-Feb-1978
3119,1978,Unprovoked,south africa,M,17,Thought to involve a blacktip shark,N,07-Jan-1978
3120,1978,Invalid,south africa,M,,Shark involvement prior to death was not confirmed,,06-Jan-1978
3121,1978,Unprovoked,usa,F,,,N,1978
3122,1978,Unprovoked,vanuatu,F,,,Y,1978
3123,1977,Sea Disaster,usa,M,49,,N,31-Dec-1977
3124,1977,Unprovoked,usa,M,27,,N,19-Dec-1977
3125,1977,Unprovoked,south africa,M,18,"Tiger shark, 3 m [10']",N,19-Dec-1977
3126,1977,Boat,south africa,,,3 m [10'] white shark (Tooth  recovered from boat),N,Dec-1977
3127,1977,Provoked,south africa,M,,1.5 to 2 m [5' to 6.75'] shark,N,12-Nov-1977
3128,1977,Unprovoked,south africa,M,25,"White shark, 5 m [16.5'] ",N,30-Oct-1977
3129,1977,Unprovoked,australia,M,17,White shark,N,31-Aug-1977
3130,1977,Unprovoked,australia,M,25,,Y,23-Aug-1977
3131,1977,Boat,south africa,M,,White shark,N,19-Aug-1977
3132,1977,Unprovoked,usa,M,20,"White shark, 5.5 m to 6 m [18' to 20']  ",N,14-Aug-1977
3133,1977,Invalid,usa,M,17,Shark involvement not confirmed,,05-Aug-1977
3134,1977,Sea Disaster,usa,M,21,,N,02-Jul-1977
3135,1977,Provoked,usa,M,27,"Bull shark, 8",N,26-Jun-1977
3136,1977,Unprovoked,usa,M,25,"Bull shark, 4' to 5' ",N,06-Jun-1977
3137,1977,Boat,south africa,M,,"Mako shark, 2.3 m, 150-kg  ",N,26-May-1977
3138,1977,Invalid,australia,M,,,,16-May-1977
3139,1977,Unprovoked,australia,M,,,N,26-Apr-1977
3140,1977,Unprovoked,usa,M,,1.2 m [4'] shark,N,21-Apr-1977
3141,1977,Unprovoked,south africa,M,31,,N,17-Mar-1977
3142,1977,Sea Disaster,australia,M,32,,N,13-Mar-1977
3143,1977,Sea Disaster,australia,M,74 ,,Y,13-Mar-1977
3144,1977,Sea Disaster,australia,M,45 ,,Y,13-Mar-1977
3145,1977,Unprovoked,australia,M,24,4 m [13'] shark,N,26-Feb-1977
3146,1977,Invalid,australia,M,,Shark involvement prior to death was not confirmed,,04-Feb-1977
3147,1977,Unprovoked,new caledonia,,,,N,Feb-1977
3148,1977,Unprovoked,mexico,M,,,Y,Jan-1977
3149,1976,Unprovoked,australia,M,,,N,29-Dec-1976
3150,1976,Unprovoked,usa,M,29,"White shark, 5.5 m [18'] ",N,18-Dec-1976
3151,1976,Unprovoked,south africa,M,19,"White shark, 3 m [10'] k",N,27-Nov-1976
3152,1976,Invalid,australia,,,Shark involvement prior to death was not confirmed,,26-Nov-1976
3153,1976,Unprovoked,usa,M,19,2.1 m [7'] lemon shark or bull shark,N,25-Nov-1976
3154,1976,Invalid,south africa,M,17,Questionable incident,,23-Nov-1976
3155,1976,Provoked,south africa,,,"White shark, 4.8 m ",N,Nov-1976
3156,1976,Boat,south africa,,,White shark,N,27-Oct-1976
3157,1976,Unprovoked,usa,M,25,"White shark, 3 m to 4 m [10' to 13'] ",N,18-Oct-1976
3158,1976,Unprovoked,south africa,M,20,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment",N,06-Oct-1976
3159,1976,Sea Disaster,new caledonia,,,,N,22-Sep-1976
3160,1976,Unprovoked,australia,M,27,2.7 m  [9'] shark,N,19-Sep-1976
3161,1976,Sea Disaster,hong kong,M,,,Y,17-Sep-1976
3162,1976,Unprovoked,usa,M,16,,Y,12-Sep-1976
3163,1976,Unprovoked,usa,M,,,Y,12-Sep-1976
3164,1976,Unprovoked,usa,M,15,"Tiger shark, 6' ",N,06-Sep-1976
3165,1976,Unprovoked,usa,M,23,,N,26-Aug-1976
3166,1976,Unprovoked,usa,M,19,"White shark, 4.5 m ",N,24-Aug-1976
3167,1976,Unprovoked,usa,M,24,,N,24-Jul-1976
3168,1976,Unprovoked,usa,M,10,,N,21-Jul-1976
3169,1976,Unprovoked,usa,M,18,,Y,16-Jul-1976
3170,1976,Unprovoked,usa,M,23,6' to 8' shark,N,12-Jul-1976
